date,warehouse,item,sales,marketing_expense,economic_indicator,competitor_pricing
3/14/2018,1,6,37,2621,111,92
3/15/2018,1,6,42,2703,117,97
3/16/2018,1,6,39,3071,114,91
3/17/2018,1,6,41,2722,118,93
3/18/2018,1,6,36,2908,122,96
3/19/2018,1,6,32,2773,107,94
3/20/2018,1,6,50,2586,111,95
3/21/2018,1,6,44,2974,104,94
3/22/2018,1,6,32,3472,106,95
3/23/2018,1,6,55,3209,123,93
3/24/2018,1,6,53,3003,109,95
3/25/2018,1,6,29,3005,118,94
3/26/2018,1,6,40,3331,110,97
3/27/2018,1,6,29,2885,111,93
3/28/2018,1,6,35,2672,105,91
3/29/2018,1,6,49,3435,120,97
3/30/2018,1,6,37,3462,105,96
3/31/2018,1,6,33,2744,112,92
4/1/2018,1,6,44,3202,119,96
4/2/2018,1,6,46,2599,113,96
4/3/2018,1,6,34,2932,112,91
4/4/2018,1,6,33,3024,102,94
4/5/2018,1,6,54,3037,104,94
4/6/2018,1,6,63,3251,113,91
4/7/2018,1,6,58,2639,102,97
4/8/2018,1,6,33,3224,119,92
4/9/2018,1,6,48,2602,113,92
4/10/2018,1,6,48,3298,115,92
4/11/2018,1,6,45,2714,110,92
4/12/2018,1,6,53,3273,124,96
4/13/2018,1,6,56,2892,124,96
4/14/2018,1,6,52,3326,124,97
4/15/2018,1,6,25,2647,124,93
4/16/2018,1,6,60,3442,114,97
4/17/2018,1,6,43,2859,117,96
4/18/2018,1,6,40,3412,111,96
4/19/2018,1,6,56,2789,123,91
4/20/2018,1,6,52,3364,103,92
4/21/2018,1,6,62,3499,103,96
4/22/2018,1,6,43,2855,117,93
4/23/2018,1,6,43,2791,105,96
4/24/2018,1,6,46,3419,113,91
4/25/2018,1,6,42,3160,117,95
4/26/2018,1,6,63,3075,123,93
4/27/2018,1,6,56,2772,102,97
4/28/2018,1,6,59,3476,119,92
4/29/2018,1,6,26,2859,112,93
4/30/2018,1,6,49,3433,112,93
5/1/2018,1,6,57,2860,113,97
5/2/2018,1,6,51,3123,105,96
5/3/2018,1,6,54,3155,112,95
5/4/2018,1,6,66,3044,123,96
5/5/2018,1,6,68,2923,105,93
5/6/2018,1,6,43,2938,113,96
5/7/2018,1,6,53,2523,111,95
5/8/2018,1,6,52,3487,102,93
5/9/2018,1,6,35,2942,123,91
5/10/2018,1,6,54,2910,109,92
5/11/2018,1,6,49,2780,120,95
5/12/2018,1,6,61,2636,113,95
5/13/2018,1,6,37,2920,105,96
5/14/2018,1,6,35,3020,120,92
5/15/2018,1,6,53,2742,101,94
5/16/2018,1,6,42,2583,110,92
5/17/2018,1,6,74,2990,108,96
5/18/2018,1,6,47,2939,115,91
5/19/2018,1,6,45,2996,105,95
5/20/2018,1,6,51,3050,103,91
5/21/2018,1,6,43,3170,109,91
5/22/2018,1,6,42,2849,121,94
5/23/2018,1,6,56,3116,125,97
5/24/2018,1,6,51,2991,103,95
5/25/2018,1,6,59,3369,109,95
5/26/2018,1,6,59,3408,119,91
5/27/2018,1,6,54,2873,103,95
5/28/2018,1,6,48,2813,116,93
5/29/2018,1,6,48,3068,106,91
5/30/2018,1,6,37,2717,118,93
5/31/2018,1,6,43,2778,114,91
6/1/2018,1,6,57,2758,112,93
6/2/2018,1,6,77,3186,109,91
6/3/2018,1,6,40,2982,120,95
6/4/2018,1,6,55,2801,107,96
6/5/2018,1,6,57,2679,117,92
6/6/2018,1,6,48,3396,121,91
6/7/2018,1,6,61,3282,116,97
6/8/2018,1,6,66,2883,115,96
6/9/2018,1,6,69,2506,114,96
6/10/2018,1,6,43,2665,122,96
6/11/2018,1,6,52,2573,105,97
6/12/2018,1,6,52,3417,105,91
6/13/2018,1,6,64,2920,113,91
6/14/2018,1,6,46,3450,120,94
6/15/2018,1,6,59,2525,107,96
6/16/2018,1,6,62,2781,112,91
6/17/2018,1,6,49,2815,106,92
6/18/2018,1,6,52,3010,120,95
6/19/2018,1,6,43,3260,121,97
6/20/2018,1,6,52,3251,103,91
6/21/2018,1,6,54,2610,111,93
6/22/2018,1,6,58,2728,118,95
6/23/2018,1,6,58,3403,104,93
6/24/2018,1,6,57,2514,101,91
6/25/2018,1,6,50,3042,108,96
6/26/2018,1,6,48,2966,111,92
6/27/2018,1,6,40,2729,121,94
6/28/2018,1,6,49,2608,112,93
6/29/2018,1,6,49,3104,117,93
6/30/2018,1,6,53,3353,115,97
7/1/2018,1,6,54,3312,106,91
7/2/2018,1,6,50,2726,125,94
7/3/2018,1,6,55,2695,123,97
7/4/2018,1,6,37,3104,112,95
7/5/2018,1,6,60,2709,106,93
7/6/2018,1,6,63,3188,123,94
7/7/2018,1,6,79,3378,111,91
7/8/2018,1,6,52,3223,108,94
7/9/2018,1,6,58,3358,114,95
7/10/2018,1,6,58,2598,115,96
7/11/2018,1,6,57,3232,125,94
7/12/2018,1,6,54,2600,123,94
7/13/2018,1,6,65,2736,120,97
7/14/2018,1,6,73,3343,125,93
7/15/2018,1,6,42,3173,104,92
7/16/2018,1,6,51,2590,111,95
7/17/2018,1,6,56,2599,121,92
7/18/2018,1,6,48,3169,119,91
7/19/2018,1,6,47,3371,120,97
7/20/2018,1,6,67,3240,112,96
7/21/2018,1,6,66,2628,125,93
7/22/2018,1,6,47,2661,122,93
7/23/2018,1,6,57,3017,122,91
7/24/2018,1,6,49,2695,114,95
7/25/2018,1,6,51,3328,124,97
7/26/2018,1,6,68,3379,124,94
7/27/2018,1,6,69,2823,125,95
7/28/2018,1,6,80,3297,116,93
7/29/2018,1,6,37,2624,102,92
7/30/2018,1,6,62,3459,117,92
7/31/2018,1,6,43,2763,113,97
8/1/2018,1,6,60,2759,115,95
8/2/2018,1,6,50,2566,103,91
8/3/2018,1,6,48,2967,105,91
8/4/2018,1,6,46,2786,101,94
8/5/2018,1,6,36,3220,113,94
8/6/2018,1,6,55,3423,114,97
8/7/2018,1,6,48,2554,118,94
8/8/2018,1,6,41,2527,114,95
8/9/2018,1,6,62,2807,116,94
8/10/2018,1,6,52,3268,103,92
8/11/2018,1,6,71,3268,106,92
8/12/2018,1,6,37,3225,121,94
8/13/2018,1,6,56,2815,118,97
8/14/2018,1,6,63,2503,111,96
8/15/2018,1,6,52,3241,122,94
8/16/2018,1,6,63,2947,125,93
8/17/2018,1,6,61,3435,102,93
8/18/2018,1,6,57,2712,109,92
8/19/2018,1,6,37,2510,120,92
8/20/2018,1,6,50,3251,102,96
8/21/2018,1,6,44,3247,125,93
8/22/2018,1,6,60,2753,101,93
8/23/2018,1,6,50,2689,109,95
8/24/2018,1,6,47,3236,115,96
8/25/2018,1,6,46,3151,106,93
8/26/2018,1,6,43,3065,109,94
8/27/2018,1,6,32,3226,123,92
8/28/2018,1,6,50,3140,115,95
8/29/2018,1,6,46,3091,112,93
8/30/2018,1,6,57,3345,114,92
8/31/2018,1,6,53,3250,120,95
9/1/2018,1,6,62,2940,117,97
9/2/2018,1,6,28,3409,125,93
9/3/2018,1,6,36,2816,102,94
9/4/2018,1,6,37,3404,101,97
9/5/2018,1,6,47,2633,114,95
9/6/2018,1,6,60,3412,110,94
9/7/2018,1,6,63,3254,111,91
9/8/2018,1,6,61,3191,114,95
9/9/2018,1,6,28,2578,117,94
9/10/2018,1,6,41,2681,120,95
9/11/2018,1,6,43,3293,123,91
9/12/2018,1,6,47,2573,104,97
9/13/2018,1,6,49,2974,113,95
9/14/2018,1,6,51,3442,112,95
9/15/2018,1,6,62,3193,108,93
9/16/2018,1,6,39,2667,124,94
9/17/2018,1,6,41,2884,124,95
9/18/2018,1,6,46,3130,121,97
9/19/2018,1,6,41,3271,115,91
9/20/2018,1,6,61,2614,122,91
9/21/2018,1,6,59,3408,124,93
9/22/2018,1,6,49,2714,104,97
9/23/2018,1,6,34,3447,117,96
9/24/2018,1,6,38,2663,117,92
9/25/2018,1,6,37,3474,111,97
9/26/2018,1,6,52,2908,124,96
9/27/2018,1,6,56,2989,122,94
9/28/2018,1,6,52,2979,103,92
9/29/2018,1,6,54,3141,115,95
9/30/2018,1,6,39,2633,114,94
10/1/2018,1,6,33,2746,121,95
10/2/2018,1,6,42,2539,107,97
10/3/2018,1,6,38,2596,112,96
10/4/2018,1,6,47,2648,113,97
10/5/2018,1,6,55,3067,118,91
10/6/2018,1,6,55,3245,102,96
10/7/2018,1,6,23,2606,117,96
10/8/2018,1,6,53,2918,116,94
10/9/2018,1,6,50,3267,109,96
10/10/2018,1,6,38,3273,123,96
10/11/2018,1,6,45,2761,123,94
10/12/2018,1,6,59,3193,114,94
10/13/2018,1,6,44,2846,125,93
10/14/2018,1,6,33,3019,118,92
10/15/2018,1,6,34,2661,121,93
10/16/2018,1,6,37,3363,107,92
10/17/2018,1,6,51,2844,122,94
10/18/2018,1,6,51,3243,102,93
10/19/2018,1,6,53,2617,113,95
10/20/2018,1,6,46,2585,119,95
10/21/2018,1,6,44,3070,117,92
10/22/2018,1,6,38,3153,124,97
10/23/2018,1,6,51,2760,119,93
10/24/2018,1,6,44,2757,122,94
10/25/2018,1,6,50,3423,125,91
10/26/2018,1,6,58,2968,121,92
10/27/2018,1,6,52,3194,108,95
10/28/2018,1,6,28,2730,108,92
10/29/2018,1,6,38,2993,110,92
10/30/2018,1,6,44,2726,109,92
10/31/2018,1,6,37,3203,120,92
11/1/2018,1,6,38,3367,116,92
11/2/2018,1,6,63,3302,118,94
11/3/2018,1,6,58,3406,119,97
11/4/2018,1,6,36,2727,101,95
11/5/2018,1,6,45,2516,112,91
11/6/2018,1,6,45,3425,107,95
11/7/2018,1,6,40,3374,123,96
11/8/2018,1,6,48,2909,103,93
11/9/2018,1,6,58,2943,124,93
11/10/2018,1,6,57,3238,101,97
11/11/2018,1,6,32,3418,105,93
11/12/2018,1,6,50,2851,112,96
11/13/2018,1,6,32,3316,105,91
11/14/2018,1,6,51,2881,106,92
11/15/2018,1,6,40,2993,117,95
11/16/2018,1,6,47,2837,124,96
11/17/2018,1,6,63,2577,114,94
11/18/2018,1,6,36,3499,110,91
11/19/2018,1,6,50,3445,113,96
11/20/2018,1,6,38,2767,112,97
11/21/2018,1,6,43,3320,125,97
11/22/2018,1,6,52,2648,113,97
11/23/2018,1,6,47,3425,102,94
11/24/2018,1,6,43,2840,119,92
11/25/2018,1,6,39,3155,108,94
11/26/2018,1,6,36,2584,105,91
11/27/2018,1,6,47,3180,120,97
11/28/2018,1,6,41,2567,112,97
11/29/2018,1,6,57,3091,104,92
11/30/2018,1,6,50,2644,121,96
12/1/2018,1,6,33,2963,120,94
12/2/2018,1,6,22,3232,115,94
12/3/2018,1,6,25,2876,116,91
12/4/2018,1,6,34,3165,121,92
12/5/2018,1,6,33,2895,113,91
12/6/2018,1,6,46,2583,114,95
12/7/2018,1,6,39,2979,104,95
12/8/2018,1,6,41,3484,123,92
12/9/2018,1,6,30,2961,125,93
12/10/2018,1,6,24,3148,124,94
12/11/2018,1,6,26,3217,105,96
12/12/2018,1,6,38,3308,122,91
12/13/2018,1,6,33,3378,109,96
12/14/2018,1,6,26,2678,103,91
12/15/2018,1,6,43,3304,112,92
12/16/2018,1,6,25,3116,125,93
12/17/2018,1,6,34,2864,102,95
12/18/2018,1,6,27,3085,114,92
12/19/2018,1,6,38,2717,110,92
12/20/2018,1,6,32,3049,116,93
12/21/2018,1,6,51,2524,116,93
12/22/2018,1,6,37,2639,112,94
12/23/2018,1,6,18,3258,107,93
12/24/2018,1,6,27,3498,125,94
12/25/2018,1,6,38,2545,102,92
12/26/2018,1,6,39,2583,102,96
12/27/2018,1,6,36,3270,106,91
12/28/2018,1,6,31,2583,112,91
12/29/2018,1,6,45,3156,111,96
12/30/2018,1,6,24,3012,111,93
12/31/2018,1,6,36,3052,117,93
1/1/2019,1,6,30,3174,125,94
1/2/2019,1,6,41,3140,124,94
1/3/2019,1,6,41,3486,117,94
1/4/2019,1,6,37,2611,109,96
1/5/2019,1,6,47,3188,115,92
1/6/2019,1,6,31,3495,102,93
1/7/2019,1,6,37,2696,117,94
1/8/2019,1,6,34,3253,111,95
1/9/2019,1,6,31,3246,125,96
1/10/2019,1,6,35,2698,101,94
1/11/2019,1,6,45,3134,105,96
1/12/2019,1,6,38,2611,125,94
1/13/2019,1,6,32,3211,125,91
1/14/2019,1,6,27,2804,102,97
1/15/2019,1,6,26,2584,109,95
1/16/2019,1,6,26,2553,120,96
1/17/2019,1,6,31,3250,108,95
1/18/2019,1,6,40,2665,124,97
1/19/2019,1,6,41,3156,124,94
1/20/2019,1,6,22,3250,123,95
1/21/2019,1,6,20,3000,111,97
1/22/2019,1,6,36,2650,105,94
1/23/2019,1,6,37,2522,111,97
1/24/2019,1,6,42,2920,103,91
1/25/2019,1,6,29,2941,101,97
1/26/2019,1,6,40,2512,105,94
1/27/2019,1,6,27,3078,107,96
1/28/2019,1,6,39,3315,104,95
1/29/2019,1,6,26,3061,117,96
1/30/2019,1,6,26,2541,105,94
1/31/2019,1,6,28,3267,118,96
2/1/2019,1,6,43,2839,109,95
2/2/2019,1,6,55,3340,124,91
2/3/2019,1,6,41,3372,102,92
2/4/2019,1,6,41,2933,125,97
2/5/2019,1,6,32,2867,118,91
2/6/2019,1,6,34,2846,123,94
2/7/2019,1,6,44,3088,124,95
2/8/2019,1,6,39,2863,114,93
2/9/2019,1,6,51,2913,113,92
2/10/2019,1,6,19,3133,102,97
2/11/2019,1,6,38,2717,114,97
2/12/2019,1,6,27,3486,115,95
2/13/2019,1,6,40,2636,124,92
2/14/2019,1,6,48,2644,106,95
2/15/2019,1,6,48,3291,122,93
2/16/2019,1,6,36,2688,102,97
2/17/2019,1,6,34,3396,124,91
2/18/2019,1,6,37,3252,106,96
2/19/2019,1,6,44,3213,115,92
2/20/2019,1,6,38,2838,123,97
2/21/2019,1,6,36,2817,113,94
2/22/2019,1,6,36,3136,123,94
2/23/2019,1,6,44,3141,113,95
2/24/2019,1,6,27,3018,122,91
2/25/2019,1,6,39,3194,123,95
2/26/2019,1,6,31,2962,124,94
2/27/2019,1,6,38,2573,114,95
2/28/2019,1,6,49,2812,101,91
3/1/2019,1,6,59,3314,107,97
3/2/2019,1,6,52,2926,111,93
3/3/2019,1,6,37,3021,107,96
3/4/2019,1,6,43,2629,117,97
3/5/2019,1,6,43,2654,101,97
3/6/2019,1,6,44,3347,111,97
3/7/2019,1,6,53,3394,110,95
3/8/2019,1,6,52,3397,102,91
3/9/2019,1,6,57,2728,117,91
3/10/2019,1,6,38,3105,105,95
3/11/2019,1,6,36,2500,115,96
3/12/2019,1,6,49,3139,114,95
3/13/2019,1,6,49,3148,107,92
3/14/2019,1,6,47,2885,119,96
3/15/2019,1,6,54,2689,117,96
3/16/2019,1,6,51,3427,123,91
3/17/2019,1,6,38,3289,101,97
3/18/2019,1,6,43,2994,113,94
3/19/2019,1,6,46,2761,118,96
3/20/2019,1,6,38,2864,119,91
3/21/2019,1,6,53,2566,111,91
3/22/2019,1,6,50,3281,116,95
3/23/2019,1,6,61,3035,125,94
3/24/2019,1,6,37,3429,108,91
3/25/2019,1,6,41,2512,122,95
3/26/2019,1,6,39,3098,109,97
3/27/2019,1,6,46,3014,107,92
3/28/2019,1,6,49,3086,109,91
3/29/2019,1,6,53,3188,120,93
3/30/2019,1,6,65,3385,110,97
3/31/2019,1,6,37,2513,123,94
4/1/2019,1,6,44,2661,118,95
4/2/2019,1,6,63,2847,108,95
4/3/2019,1,6,43,3404,116,95
4/4/2019,1,6,71,3386,116,91
4/5/2019,1,6,66,2609,108,97
4/6/2019,1,6,78,3212,115,92
4/7/2019,1,6,58,2910,114,95
4/8/2019,1,6,45,2566,104,91
4/9/2019,1,6,43,2674,107,91
4/10/2019,1,6,58,3369,111,97
4/11/2019,1,6,54,2763,121,97
4/12/2019,1,6,61,2559,102,96
4/13/2019,1,6,57,3321,119,91
4/14/2019,1,6,33,3127,104,95
4/15/2019,1,6,70,2889,116,96
4/16/2019,1,6,56,2703,111,97
4/17/2019,1,6,53,2631,119,91
4/18/2019,1,6,54,3434,117,95
4/19/2019,1,6,52,3332,114,91
4/20/2019,1,6,51,2732,106,95
4/21/2019,1,6,37,2827,120,95
4/22/2019,1,6,40,3248,123,95
4/23/2019,1,6,44,3384,106,94
4/24/2019,1,6,57,2842,106,97
4/25/2019,1,6,50,3061,101,96
4/26/2019,1,6,60,3427,109,91
4/27/2019,1,6,61,2501,101,96
4/28/2019,1,6,53,2561,111,92
4/29/2019,1,6,40,3032,109,96
4/30/2019,1,6,59,3032,114,97
5/1/2019,1,6,55,3419,124,93
5/2/2019,1,6,69,2944,116,93
5/3/2019,1,6,54,2886,118,97
5/4/2019,1,6,86,3136,113,97
5/5/2019,1,6,41,2931,115,96
5/6/2019,1,6,41,2986,107,94
5/7/2019,1,6,42,2717,105,93
5/8/2019,1,6,58,3288,114,91
5/9/2019,1,6,59,2795,115,93
5/10/2019,1,6,66,2665,104,97
5/11/2019,1,6,58,3120,104,91
5/12/2019,1,6,42,2937,121,96
5/13/2019,1,6,52,2930,125,97
5/14/2019,1,6,47,2817,122,91
5/15/2019,1,6,56,3159,115,97
5/16/2019,1,6,54,3058,107,96
5/17/2019,1,6,79,3415,121,97
5/18/2019,1,6,66,2759,113,92
5/19/2019,1,6,43,3498,110,93
5/20/2019,1,6,63,3371,110,93
5/21/2019,1,6,54,2730,103,97
5/22/2019,1,6,60,2794,102,97
5/23/2019,1,6,46,2680,113,95
5/24/2019,1,6,67,3264,113,93
5/25/2019,1,6,67,3204,112,94
5/26/2019,1,6,45,3377,110,91
5/27/2019,1,6,56,3459,125,91
5/28/2019,1,6,48,3198,106,93
5/29/2019,1,6,56,3071,117,96
5/30/2019,1,6,75,2960,109,97
5/31/2019,1,6,58,3228,102,94
6/1/2019,1,6,63,3500,104,94
6/2/2019,1,6,40,3485,119,96
6/3/2019,1,6,68,3148,123,92
6/4/2019,1,6,50,2686,104,94
6/5/2019,1,6,66,3228,113,94
6/6/2019,1,6,61,2544,117,94
6/7/2019,1,6,55,3305,113,96
6/8/2019,1,6,62,2971,109,92
6/9/2019,1,6,47,2731,120,92
6/10/2019,1,6,43,2835,104,93
6/11/2019,1,6,65,3483,117,92
6/12/2019,1,6,57,2883,102,91
6/13/2019,1,6,61,2557,102,97
6/14/2019,1,6,69,2650,103,97
6/15/2019,1,6,71,2522,102,97
6/16/2019,1,6,36,3332,121,95
6/17/2019,1,6,61,3240,122,95
6/18/2019,1,6,65,2913,118,96
6/19/2019,1,6,65,2823,117,97
6/20/2019,1,6,60,3236,105,95
6/21/2019,1,6,82,3221,125,96
6/22/2019,1,6,82,3346,115,95
6/23/2019,1,6,52,3107,124,95
6/24/2019,1,6,41,2933,104,94
6/25/2019,1,6,80,3302,105,96
6/26/2019,1,6,50,2624,124,91
6/27/2019,1,6,74,2510,112,95
6/28/2019,1,6,74,2968,101,91
6/29/2019,1,6,63,2723,105,91
6/30/2019,1,6,48,3253,109,94
7/1/2019,1,6,56,3228,118,91
7/2/2019,1,6,57,3324,103,91
7/3/2019,1,6,57,3497,120,97
7/4/2019,1,6,73,3211,112,96
7/5/2019,1,6,55,3325,107,91
7/6/2019,1,6,71,3207,117,91
7/7/2019,1,6,59,3149,117,93
7/8/2019,1,6,50,3489,124,92
7/9/2019,1,6,56,2639,116,97
7/10/2019,1,6,71,2926,121,92
7/11/2019,1,6,66,3151,109,96
7/12/2019,1,6,71,3430,102,96
7/13/2019,1,6,73,2918,117,95
7/14/2019,1,6,64,3057,120,93
7/15/2019,1,6,65,2984,125,92
7/16/2019,1,6,79,3230,110,96
7/17/2019,1,6,78,3487,119,95
7/18/2019,1,6,62,2614,109,94
7/19/2019,1,6,74,3062,114,95
7/20/2019,1,6,64,2919,110,97
7/21/2019,1,6,57,3024,102,92
7/22/2019,1,6,65,2582,101,96
7/23/2019,1,6,59,2685,118,94
7/24/2019,1,6,77,3240,106,95
7/25/2019,1,6,70,2875,111,96
7/26/2019,1,6,66,2732,125,95
7/27/2019,1,6,96,3310,116,92
7/28/2019,1,6,54,3280,105,93
7/29/2019,1,6,59,2756,103,94
7/30/2019,1,6,65,2595,108,96
7/31/2019,1,6,72,2704,105,92
8/1/2019,1,6,69,3407,124,95
8/2/2019,1,6,66,2859,107,96
8/3/2019,1,6,64,2933,103,96
8/4/2019,1,6,52,3001,110,92
8/5/2019,1,6,46,3367,125,97
8/6/2019,1,6,60,2757,125,96
8/7/2019,1,6,61,2683,113,92
8/8/2019,1,6,51,2519,101,97
8/9/2019,1,6,66,2534,101,95
8/10/2019,1,6,73,2734,109,95
8/11/2019,1,6,41,2665,103,91
8/12/2019,1,6,58,3076,109,93
8/13/2019,1,6,44,3379,123,96
8/14/2019,1,6,51,3420,108,97
8/15/2019,1,6,52,2585,112,92
8/16/2019,1,6,69,2588,117,92
8/17/2019,1,6,66,3462,109,97
8/18/2019,1,6,54,3494,118,93
8/19/2019,1,6,50,3183,114,95
8/20/2019,1,6,62,2772,125,93
8/21/2019,1,6,51,2932,109,91
8/22/2019,1,6,52,3366,103,96
8/23/2019,1,6,76,2546,124,93
8/24/2019,1,6,72,3441,115,91
8/25/2019,1,6,55,3482,107,93
8/26/2019,1,6,58,2619,115,93
8/27/2019,1,6,60,3353,121,95
8/28/2019,1,6,56,3210,101,97
8/29/2019,1,6,54,2879,103,97
8/30/2019,1,6,66,2597,109,97
8/31/2019,1,6,53,3442,124,95
9/1/2019,1,6,45,3286,115,97
9/2/2019,1,6,60,2569,102,96
9/3/2019,1,6,52,3326,102,94
9/4/2019,1,6,55,3403,111,93
9/5/2019,1,6,61,2634,118,93
9/6/2019,1,6,48,3470,124,95
9/7/2019,1,6,67,3454,107,92
9/8/2019,1,6,57,3416,123,92
9/9/2019,1,6,46,3047,114,94
9/10/2019,1,6,37,2718,113,91
9/11/2019,1,6,63,3188,118,95
9/12/2019,1,6,56,2927,118,91
9/13/2019,1,6,64,3342,121,92
9/14/2019,1,6,63,2575,101,96
9/15/2019,1,6,40,2773,105,94
9/16/2019,1,6,54,2822,113,91
9/17/2019,1,6,50,2811,114,93
9/18/2019,1,6,39,2918,105,95
9/19/2019,1,6,53,2968,115,91
9/20/2019,1,6,68,3033,118,94
9/21/2019,1,6,63,2728,123,92
9/22/2019,1,6,29,3105,115,93
9/23/2019,1,6,51,3091,117,96
9/24/2019,1,6,59,2513,102,93
9/25/2019,1,6,43,2561,111,94
9/26/2019,1,6,65,3025,102,95
9/27/2019,1,6,64,2523,104,94
9/28/2019,1,6,62,3170,106,97
9/29/2019,1,6,35,3197,120,95
9/30/2019,1,6,50,2743,107,91
10/1/2019,1,6,40,2596,121,93
10/2/2019,1,6,50,2646,102,96
10/3/2019,1,6,61,2501,102,91
10/4/2019,1,6,53,2662,101,94
10/5/2019,1,6,42,3305,116,94
10/6/2019,1,6,41,2677,111,93
10/7/2019,1,6,40,3153,107,97
10/8/2019,1,6,49,2995,101,92
10/9/2019,1,6,46,3467,112,94
10/10/2019,1,6,51,2793,102,94
10/11/2019,1,6,40,2598,102,94
10/12/2019,1,6,52,2922,110,96
10/13/2019,1,6,41,3469,125,95
10/14/2019,1,6,54,3330,102,96
10/15/2019,1,6,47,3465,121,92
10/16/2019,1,6,48,2974,104,92
10/17/2019,1,6,52,2801,124,92
10/18/2019,1,6,57,3085,110,96
10/19/2019,1,6,61,3454,120,96
10/20/2019,1,6,36,3189,124,95
10/21/2019,1,6,43,3135,111,93
10/22/2019,1,6,47,3203,122,94
10/23/2019,1,6,50,3170,115,95
10/24/2019,1,6,50,3205,118,93
10/25/2019,1,6,56,2909,109,95
10/26/2019,1,6,56,2970,125,94
10/27/2019,1,6,41,3095,122,91
10/28/2019,1,6,45,2603,107,95
10/29/2019,1,6,55,3413,122,93
10/30/2019,1,6,46,2911,120,92
10/31/2019,1,6,69,2988,118,97
11/1/2019,1,6,55,3005,121,97
11/2/2019,1,6,65,3097,112,96
11/3/2019,1,6,43,3408,102,95
11/4/2019,1,6,62,2946,108,94
11/5/2019,1,6,46,3030,121,92
11/6/2019,1,6,52,2829,103,96
11/7/2019,1,6,50,3136,106,93
11/8/2019,1,6,70,3116,125,92
11/9/2019,1,6,54,3257,118,95
11/10/2019,1,6,33,3010,106,97
11/11/2019,1,6,48,3059,117,97
11/12/2019,1,6,46,2738,123,92
11/13/2019,1,6,53,2705,125,94
11/14/2019,1,6,58,3000,114,97
11/15/2019,1,6,54,2898,118,91
11/16/2019,1,6,63,3324,124,95
11/17/2019,1,6,41,3452,120,91
11/18/2019,1,6,43,2968,113,96
11/19/2019,1,6,38,3065,104,95
11/20/2019,1,6,49,2939,107,91
11/21/2019,1,6,61,3335,110,94
11/22/2019,1,6,64,2703,109,96
11/23/2019,1,6,64,2501,118,96
11/24/2019,1,6,27,2903,120,91
11/25/2019,1,6,60,2705,104,95
11/26/2019,1,6,55,3182,119,97
11/27/2019,1,6,55,2578,117,95
