date,warehouse,item,sales,marketing_expense,economic_indicator,competitor_pricing
3/30/2018,1,8,51,3233,119,91
3/31/2018,1,8,62,3074,103,93
4/1/2018,1,8,63,2863,102,97
4/2/2018,1,8,62,2811,114,98
4/3/2018,1,8,72,2913,126,93
4/4/2018,1,8,64,2862,105,93
4/5/2018,1,8,61,3409,106,91
4/6/2018,1,8,75,2855,102,95
4/7/2018,1,8,82,2968,111,97
4/8/2018,1,8,39,3437,135,95
4/9/2018,1,8,57,3002,108,96
4/10/2018,1,8,65,2646,110,96
4/11/2018,1,8,52,3294,118,95
4/12/2018,1,8,71,2665,107,93
4/13/2018,1,8,68,2853,104,98
4/14/2018,1,8,90,3378,135,93
4/15/2018,1,8,45,3070,128,94
4/16/2018,1,8,55,3342,122,95
4/17/2018,1,8,61,3197,116,93
4/18/2018,1,8,80,3001,127,91
4/19/2018,1,8,58,3121,106,94
4/20/2018,1,8,58,3055,133,97
4/21/2018,1,8,80,3367,113,96
4/22/2018,1,8,52,3251,126,95
4/23/2018,1,8,47,3024,111,92
4/24/2018,1,8,48,3346,118,94
4/25/2018,1,8,47,2856,117,91
4/26/2018,1,8,72,2857,125,96
4/27/2018,1,8,76,3065,121,97
4/28/2018,1,8,54,3067,128,92
4/29/2018,1,8,46,2871,132,93
4/30/2018,1,8,57,3008,110,91
5/1/2018,1,8,69,2850,133,93
5/2/2018,1,8,59,3360,125,93
5/3/2018,1,8,65,2889,127,97
5/4/2018,1,8,86,3017,109,91
5/5/2018,1,8,77,2845,127,98
5/6/2018,1,8,47,3467,113,96
5/7/2018,1,8,75,2878,132,95
5/8/2018,1,8,64,3026,129,94
5/9/2018,1,8,76,2774,121,98
5/10/2018,1,8,86,3171,106,92
5/11/2018,1,8,83,2764,118,96
5/12/2018,1,8,91,2745,103,92
5/13/2018,1,8,48,3022,135,97
5/14/2018,1,8,65,2913,118,92
5/15/2018,1,8,62,2598,106,91
5/16/2018,1,8,65,3276,128,97
5/17/2018,1,8,76,2736,127,93
5/18/2018,1,8,73,2615,118,97
5/19/2018,1,8,87,3007,101,98
5/20/2018,1,8,54,2549,112,94
5/21/2018,1,8,69,2968,102,91
5/22/2018,1,8,63,3330,129,96
5/23/2018,1,8,58,2579,124,96
5/24/2018,1,8,71,3260,102,95
5/25/2018,1,8,56,3182,103,92
5/26/2018,1,8,83,2619,130,92
5/27/2018,1,8,37,3195,128,97
5/28/2018,1,8,52,3159,111,98
5/29/2018,1,8,73,3127,123,95
5/30/2018,1,8,72,2600,108,93
5/31/2018,1,8,60,2579,128,92
6/1/2018,1,8,93,2844,103,94
6/2/2018,1,8,83,3207,106,97
6/3/2018,1,8,59,2693,108,96
6/4/2018,1,8,72,3399,128,98
6/5/2018,1,8,56,3247,123,95
6/6/2018,1,8,90,3196,127,95
6/7/2018,1,8,55,3335,126,91
6/8/2018,1,8,67,3379,126,97
6/9/2018,1,8,80,2812,131,96
6/10/2018,1,8,46,3409,126,94
6/11/2018,1,8,55,2921,135,95
6/12/2018,1,8,76,3396,133,96
6/13/2018,1,8,74,3294,115,93
6/14/2018,1,8,79,2800,116,94
6/15/2018,1,8,94,2949,134,96
6/16/2018,1,8,82,2666,131,94
6/17/2018,1,8,59,2670,132,91
6/18/2018,1,8,56,3071,114,98
6/19/2018,1,8,70,3275,116,95
6/20/2018,1,8,62,2561,113,95
6/21/2018,1,8,79,3497,129,95
6/22/2018,1,8,87,3459,125,96
6/23/2018,1,8,71,3027,114,94
6/24/2018,1,8,59,3287,112,95
6/25/2018,1,8,57,2614,107,98
6/26/2018,1,8,65,2745,132,96
6/27/2018,1,8,61,3492,128,96
6/28/2018,1,8,63,2636,110,95
6/29/2018,1,8,65,3461,104,97
6/30/2018,1,8,77,2776,105,91
7/1/2018,1,8,55,3376,118,91
7/2/2018,1,8,74,3196,103,98
7/3/2018,1,8,69,2626,107,97
7/4/2018,1,8,67,3315,103,95
7/5/2018,1,8,62,2571,125,97
7/6/2018,1,8,90,3312,106,92
7/7/2018,1,8,96,3453,106,97
7/8/2018,1,8,61,2576,107,95
7/9/2018,1,8,71,3053,102,93
7/10/2018,1,8,59,2838,120,94
7/11/2018,1,8,74,2991,119,92
7/12/2018,1,8,80,2675,125,94
7/13/2018,1,8,79,3201,105,95
7/14/2018,1,8,105,2895,120,97
7/15/2018,1,8,46,3001,117,93
7/16/2018,1,8,70,2667,108,95
7/17/2018,1,8,63,3321,124,95
7/18/2018,1,8,61,2633,114,93
7/19/2018,1,8,79,3020,126,97
7/20/2018,1,8,78,3093,105,92
7/21/2018,1,8,74,3266,101,96
7/22/2018,1,8,70,2945,108,98
7/23/2018,1,8,63,3397,105,96
7/24/2018,1,8,72,2659,106,91
7/25/2018,1,8,61,2798,131,98
7/26/2018,1,8,78,2571,123,97
7/27/2018,1,8,71,3367,129,96
7/28/2018,1,8,71,2840,126,97
7/29/2018,1,8,68,3219,120,94
7/30/2018,1,8,64,3334,126,93
7/31/2018,1,8,70,2829,117,97
8/1/2018,1,8,69,2959,133,98
8/2/2018,1,8,74,2681,109,95
8/3/2018,1,8,69,2507,107,92
8/4/2018,1,8,69,3476,107,94
8/5/2018,1,8,49,3015,129,91
8/6/2018,1,8,46,3446,112,92
8/7/2018,1,8,57,3376,119,91
8/8/2018,1,8,63,3439,105,94
8/9/2018,1,8,78,3404,118,97
8/10/2018,1,8,62,2939,101,96
8/11/2018,1,8,80,2622,123,95
8/12/2018,1,8,51,2898,109,92
8/13/2018,1,8,66,2801,130,94
8/14/2018,1,8,60,2503,109,93
8/15/2018,1,8,46,2791,124,93
8/16/2018,1,8,84,2690,124,97
8/17/2018,1,8,72,3086,113,96
8/18/2018,1,8,71,3176,112,98
8/19/2018,1,8,39,3080,117,96
8/20/2018,1,8,66,2878,110,97
8/21/2018,1,8,64,2793,114,98
8/22/2018,1,8,58,3375,133,94
8/23/2018,1,8,61,3448,102,92
8/24/2018,1,8,67,2794,110,95
8/25/2018,1,8,85,3461,102,96
8/26/2018,1,8,40,3088,101,94
8/27/2018,1,8,55,2688,108,97
8/28/2018,1,8,65,2910,110,97
8/29/2018,1,8,65,2857,102,94
8/30/2018,1,8,63,2989,117,91
8/31/2018,1,8,81,2901,106,97
9/1/2018,1,8,70,3338,107,93
9/2/2018,1,8,46,2710,120,93
9/3/2018,1,8,58,2937,129,95
9/4/2018,1,8,44,2580,131,92
9/5/2018,1,8,51,2835,103,96
9/6/2018,1,8,52,2517,133,91
9/7/2018,1,8,79,2657,135,97
9/8/2018,1,8,78,3178,107,95
9/9/2018,1,8,43,2764,109,93
9/10/2018,1,8,60,2595,117,91
9/11/2018,1,8,70,2822,109,97
9/12/2018,1,8,67,3196,130,95
9/13/2018,1,8,60,3042,116,94
9/14/2018,1,8,60,2792,114,94
9/15/2018,1,8,71,3229,102,95
9/16/2018,1,8,57,2582,135,95
9/17/2018,1,8,59,2908,119,92
9/18/2018,1,8,56,3010,110,91
9/19/2018,1,8,61,2900,130,95
9/20/2018,1,8,59,3220,127,93
9/21/2018,1,8,83,2621,122,95
9/22/2018,1,8,78,3415,113,96
9/23/2018,1,8,63,2607,124,95
9/24/2018,1,8,63,3170,113,94
9/25/2018,1,8,72,2806,132,98
9/26/2018,1,8,49,2558,120,92
9/27/2018,1,8,63,3195,130,97
9/28/2018,1,8,73,3315,101,93
9/29/2018,1,8,76,3034,103,91
9/30/2018,1,8,47,3332,120,98
10/1/2018,1,8,55,2635,126,91
10/2/2018,1,8,38,3143,119,97
10/3/2018,1,8,53,3288,107,97
10/4/2018,1,8,61,3319,122,91
10/5/2018,1,8,61,2665,106,98
10/6/2018,1,8,70,2641,114,93
10/7/2018,1,8,45,2579,134,96
10/8/2018,1,8,41,2581,112,95
10/9/2018,1,8,53,3409,102,91
10/10/2018,1,8,63,3492,131,94
10/11/2018,1,8,56,3209,130,92
10/12/2018,1,8,67,3282,101,98
10/13/2018,1,8,65,3233,107,96
10/14/2018,1,8,43,3389,115,95
10/15/2018,1,8,52,2965,135,96
10/16/2018,1,8,56,3058,110,96
10/17/2018,1,8,53,2803,105,96
10/18/2018,1,8,53,3401,106,94
10/19/2018,1,8,59,3442,109,94
10/20/2018,1,8,74,2718,117,95
10/21/2018,1,8,50,2838,121,98
10/22/2018,1,8,52,2760,128,92
10/23/2018,1,8,68,2694,132,98
10/24/2018,1,8,55,3167,121,98
10/25/2018,1,8,63,3096,108,97
10/26/2018,1,8,50,3447,121,92
10/27/2018,1,8,70,3021,106,98
10/28/2018,1,8,50,2730,114,91
10/29/2018,1,8,56,2964,122,93
10/30/2018,1,8,51,2515,117,93
10/31/2018,1,8,51,3292,117,98
11/1/2018,1,8,66,2950,129,94
11/2/2018,1,8,66,3249,123,94
11/3/2018,1,8,88,3481,128,95
11/4/2018,1,8,41,2556,128,97
11/5/2018,1,8,59,2789,129,98
11/6/2018,1,8,54,2578,130,91
11/7/2018,1,8,57,3343,130,97
11/8/2018,1,8,76,3498,133,91
11/9/2018,1,8,63,2908,130,93
11/10/2018,1,8,71,3082,128,92
11/11/2018,1,8,54,2608,104,91
11/12/2018,1,8,56,2827,128,96
11/13/2018,1,8,63,3127,109,98
11/14/2018,1,8,48,3062,104,93
11/15/2018,1,8,57,2503,120,94
11/16/2018,1,8,58,3068,135,94
11/17/2018,1,8,54,3272,117,98
11/18/2018,1,8,51,2734,114,93
11/19/2018,1,8,53,2960,128,96
11/20/2018,1,8,52,2877,118,96
11/21/2018,1,8,74,3084,116,91
11/22/2018,1,8,85,3078,127,96
11/23/2018,1,8,77,2929,102,91
11/24/2018,1,8,79,2965,113,91
11/25/2018,1,8,51,3107,134,93
11/26/2018,1,8,57,3481,133,97
11/27/2018,1,8,55,3229,120,96
11/28/2018,1,8,40,3167,135,97
11/29/2018,1,8,65,3288,104,94
11/30/2018,1,8,78,2557,122,94
12/1/2018,1,8,52,2739,107,92
12/2/2018,1,8,40,2585,114,91
12/3/2018,1,8,52,3378,119,97
12/4/2018,1,8,48,2889,134,94
12/5/2018,1,8,46,3149,125,94
12/6/2018,1,8,53,2616,126,97
12/7/2018,1,8,46,3497,113,91
12/8/2018,1,8,49,2913,109,98
12/9/2018,1,8,28,2557,103,96
12/10/2018,1,8,40,3339,104,97
12/11/2018,1,8,38,3361,130,98
12/12/2018,1,8,47,3164,119,97
12/13/2018,1,8,44,3442,118,96
12/14/2018,1,8,39,3490,118,95
12/15/2018,1,8,64,3022,105,98
12/16/2018,1,8,30,3290,114,91
12/17/2018,1,8,37,3059,115,95
12/18/2018,1,8,32,2704,133,92
12/19/2018,1,8,45,2769,134,97
12/20/2018,1,8,41,3302,101,94
12/21/2018,1,8,42,2600,119,93
12/22/2018,1,8,49,2696,114,92
12/23/2018,1,8,34,3218,118,95
12/24/2018,1,8,33,3159,115,95
12/25/2018,1,8,46,2845,129,97
12/26/2018,1,8,56,2732,129,92
12/27/2018,1,8,43,3011,106,92
12/28/2018,1,8,47,3352,127,97
12/29/2018,1,8,48,2736,101,94
12/30/2018,1,8,31,3387,106,94
12/31/2018,1,8,35,2905,123,93
1/1/2019,1,8,36,2857,125,98
1/2/2019,1,8,46,3439,107,91
1/3/2019,1,8,34,3228,131,95
1/4/2019,1,8,52,3095,119,93
1/5/2019,1,8,57,3466,106,98
1/6/2019,1,8,36,2831,135,92
1/7/2019,1,8,47,2961,134,95
1/8/2019,1,8,49,3436,126,98
1/9/2019,1,8,58,3107,130,92
1/10/2019,1,8,57,3333,112,95
1/11/2019,1,8,54,2762,110,98
1/12/2019,1,8,64,3078,117,94
1/13/2019,1,8,38,3463,131,97
1/14/2019,1,8,49,2958,134,93
1/15/2019,1,8,44,3260,120,97
1/16/2019,1,8,53,2770,111,97
1/17/2019,1,8,49,3456,109,91
1/18/2019,1,8,56,2979,132,97
1/19/2019,1,8,43,3373,109,92
1/20/2019,1,8,35,3484,124,96
1/21/2019,1,8,40,2705,105,96
1/22/2019,1,8,35,3121,131,95
1/23/2019,1,8,45,2911,116,92
1/24/2019,1,8,37,2846,122,92
1/25/2019,1,8,49,3207,131,98
1/26/2019,1,8,54,3149,110,92
1/27/2019,1,8,41,3209,132,92
1/28/2019,1,8,33,3443,108,95
1/29/2019,1,8,39,2626,127,98
1/30/2019,1,8,34,2552,131,97
1/31/2019,1,8,38,3330,127,93
2/1/2019,1,8,68,3086,119,92
2/2/2019,1,8,53,2870,121,95
2/3/2019,1,8,35,3029,134,95
2/4/2019,1,8,52,3339,115,97
2/5/2019,1,8,57,3434,108,98
2/6/2019,1,8,59,3297,127,96
2/7/2019,1,8,53,3436,105,91
2/8/2019,1,8,84,3114,105,96
2/9/2019,1,8,56,2981,114,92
2/10/2019,1,8,24,3256,133,97
2/11/2019,1,8,44,2834,126,94
2/12/2019,1,8,44,2712,103,93
2/13/2019,1,8,58,2966,128,92
2/14/2019,1,8,48,2880,120,94
2/15/2019,1,8,60,2930,106,98
2/16/2019,1,8,73,3371,130,91
2/17/2019,1,8,32,2592,109,92
2/18/2019,1,8,53,2767,129,93
2/19/2019,1,8,44,2839,108,98
2/20/2019,1,8,70,2964,105,91
2/21/2019,1,8,50,3047,109,98
2/22/2019,1,8,61,3409,102,92
2/23/2019,1,8,66,2575,109,96
2/24/2019,1,8,32,3021,127,98
2/25/2019,1,8,32,2723,130,91
2/26/2019,1,8,46,2844,129,93
2/27/2019,1,8,47,2622,122,91
2/28/2019,1,8,59,3312,120,98
3/1/2019,1,8,77,2646,115,97
3/2/2019,1,8,80,2720,128,92
3/3/2019,1,8,39,3054,107,97
3/4/2019,1,8,51,2896,121,98
3/5/2019,1,8,46,3495,106,92
3/6/2019,1,8,60,2552,120,91
3/7/2019,1,8,72,3390,123,97
3/8/2019,1,8,63,2908,131,94
3/9/2019,1,8,80,3201,105,97
3/10/2019,1,8,41,2771,129,95
3/11/2019,1,8,80,3216,113,93
3/12/2019,1,8,50,2795,120,95
3/13/2019,1,8,55,3164,102,98
3/14/2019,1,8,51,2510,134,94
3/15/2019,1,8,63,3294,116,97
3/16/2019,1,8,48,2963,104,96
3/17/2019,1,8,44,3243,124,92
3/18/2019,1,8,63,2824,109,98
3/19/2019,1,8,48,2747,113,93
3/20/2019,1,8,63,3166,104,96
3/21/2019,1,8,55,2521,109,93
3/22/2019,1,8,66,2659,125,92
3/23/2019,1,8,63,3117,117,94
3/24/2019,1,8,56,3397,127,93
3/25/2019,1,8,67,2998,123,97
3/26/2019,1,8,53,3326,126,95
3/27/2019,1,8,62,3418,131,94
3/28/2019,1,8,65,3192,111,92
3/29/2019,1,8,55,2946,122,94
3/30/2019,1,8,67,2830,104,94
3/31/2019,1,8,49,3227,120,94
4/1/2019,1,8,62,3345,133,95
4/2/2019,1,8,73,2968,128,94
4/3/2019,1,8,71,2603,130,97
4/4/2019,1,8,69,2966,118,98
4/5/2019,1,8,89,3163,130,97
4/6/2019,1,8,79,3458,134,95
4/7/2019,1,8,58,3336,113,98
4/8/2019,1,8,63,2501,131,93
4/9/2019,1,8,61,3120,135,94
4/10/2019,1,8,72,3346,104,97
4/11/2019,1,8,86,2774,104,92
4/12/2019,1,8,89,2948,120,96
4/13/2019,1,8,98,3136,132,93
4/14/2019,1,8,62,3178,112,95
4/15/2019,1,8,49,2878,120,96
4/16/2019,1,8,54,3481,118,95
4/17/2019,1,8,66,3124,134,92
4/18/2019,1,8,68,3096,120,94
4/19/2019,1,8,79,2888,121,94
4/20/2019,1,8,76,3466,103,91
4/21/2019,1,8,57,2736,125,95
4/22/2019,1,8,74,2794,114,98
4/23/2019,1,8,75,3362,105,98
4/24/2019,1,8,65,2532,107,96
4/25/2019,1,8,66,3310,106,96
4/26/2019,1,8,70,3500,118,94
4/27/2019,1,8,89,3364,110,97
4/28/2019,1,8,49,2507,109,95
4/29/2019,1,8,66,2797,106,98
4/30/2019,1,8,68,2957,122,97
5/1/2019,1,8,78,3193,118,94
5/2/2019,1,8,73,3173,109,91
5/3/2019,1,8,74,2616,117,96
5/4/2019,1,8,76,3424,122,93
5/5/2019,1,8,57,2777,121,96
5/6/2019,1,8,45,3406,112,94
5/7/2019,1,8,69,3220,102,98
5/8/2019,1,8,72,3358,125,92
5/9/2019,1,8,96,3437,107,94
5/10/2019,1,8,96,3455,114,98
5/11/2019,1,8,85,2963,112,94
5/12/2019,1,8,60,2762,103,92
5/13/2019,1,8,64,2847,122,95
5/14/2019,1,8,77,2894,112,95
5/15/2019,1,8,76,3352,101,95
5/16/2019,1,8,73,2868,113,96
5/17/2019,1,8,77,3031,101,95
5/18/2019,1,8,89,3096,124,96
5/19/2019,1,8,58,2978,120,98
5/20/2019,1,8,61,2709,122,91
5/21/2019,1,8,60,2973,111,97
5/22/2019,1,8,62,2753,102,94
5/23/2019,1,8,72,3120,103,97
5/24/2019,1,8,74,3363,133,98
5/25/2019,1,8,95,2614,132,92
5/26/2019,1,8,57,3290,107,91
5/27/2019,1,8,58,3097,132,96
5/28/2019,1,8,69,3245,120,92
5/29/2019,1,8,84,3152,122,98
5/30/2019,1,8,71,2935,111,97
5/31/2019,1,8,106,3188,106,93
6/1/2019,1,8,110,3106,111,93
6/2/2019,1,8,67,2730,135,91
6/3/2019,1,8,85,2898,131,98
6/4/2019,1,8,72,2539,119,94
6/5/2019,1,8,88,2766,128,97
6/6/2019,1,8,70,2907,119,91
6/7/2019,1,8,83,3383,114,95
6/8/2019,1,8,87,3197,115,93
6/9/2019,1,8,51,2946,129,98
6/10/2019,1,8,80,2576,112,95
6/11/2019,1,8,64,2552,127,98
6/12/2019,1,8,70,3024,121,95
6/13/2019,1,8,88,2597,111,93
6/14/2019,1,8,81,2668,135,96
6/15/2019,1,8,91,3094,101,93
6/16/2019,1,8,60,2747,120,97
6/17/2019,1,8,99,2914,108,94
6/18/2019,1,8,97,2976,119,98
6/19/2019,1,8,81,2530,120,98
6/20/2019,1,8,84,3013,108,93
6/21/2019,1,8,101,2519,123,97
6/22/2019,1,8,97,3409,112,96
6/23/2019,1,8,58,2805,125,97
6/24/2019,1,8,64,2700,126,94
6/25/2019,1,8,81,2555,116,94
6/26/2019,1,8,82,2923,103,91
6/27/2019,1,8,100,3156,118,98
6/28/2019,1,8,100,3406,132,91
6/29/2019,1,8,101,2666,111,96
6/30/2019,1,8,68,2752,117,93
7/1/2019,1,8,81,2531,109,92
7/2/2019,1,8,73,2943,110,93
7/3/2019,1,8,82,2893,104,91
7/4/2019,1,8,85,2870,135,94
7/5/2019,1,8,96,3207,110,93
7/6/2019,1,8,100,3091,114,91
7/7/2019,1,8,56,3090,135,95
7/8/2019,1,8,100,3114,133,91
7/9/2019,1,8,75,3415,113,92
7/10/2019,1,8,78,2740,124,97
7/11/2019,1,8,77,2736,122,97
7/12/2019,1,8,73,3035,124,92
7/13/2019,1,8,105,2554,135,92
7/14/2019,1,8,57,2508,132,91
7/15/2019,1,8,77,3040,115,92
7/16/2019,1,8,87,3214,123,94
7/17/2019,1,8,84,3327,110,98
7/18/2019,1,8,98,3177,119,91
7/19/2019,1,8,87,3186,108,92
7/20/2019,1,8,94,3161,102,96
7/21/2019,1,8,69,3165,132,92
7/22/2019,1,8,86,3115,130,97
7/23/2019,1,8,79,3130,113,95
7/24/2019,1,8,91,3323,124,94
7/25/2019,1,8,89,3422,104,93
7/26/2019,1,8,91,2789,104,96
7/27/2019,1,8,100,3044,105,95
7/28/2019,1,8,63,2685,131,98
7/29/2019,1,8,88,3366,123,95
7/30/2019,1,8,75,2883,126,97
7/31/2019,1,8,82,2899,120,91
8/1/2019,1,8,82,3277,115,98
8/2/2019,1,8,85,2692,106,95
8/3/2019,1,8,97,3047,135,94
8/4/2019,1,8,48,2729,105,91
8/5/2019,1,8,73,2565,105,94
8/6/2019,1,8,65,2604,107,91
8/7/2019,1,8,84,2872,128,96
8/8/2019,1,8,84,2908,112,93
8/9/2019,1,8,76,2687,105,93
8/10/2019,1,8,81,3418,107,96
8/11/2019,1,8,59,2560,117,97
8/12/2019,1,8,72,2864,130,95
8/13/2019,1,8,71,2820,128,96
8/14/2019,1,8,65,3320,115,95
8/15/2019,1,8,86,2766,129,91
8/16/2019,1,8,74,2798,118,94
8/17/2019,1,8,93,3236,112,91
8/18/2019,1,8,63,3470,118,92
8/19/2019,1,8,62,2829,135,96
8/20/2019,1,8,76,2952,131,93
8/21/2019,1,8,67,3400,134,92
8/22/2019,1,8,84,3194,129,98
8/23/2019,1,8,85,3053,129,98
8/24/2019,1,8,84,2544,110,92
8/25/2019,1,8,56,3199,109,98
8/26/2019,1,8,70,2548,123,94
8/27/2019,1,8,63,2658,125,97
8/28/2019,1,8,64,3476,117,92
8/29/2019,1,8,76,3123,116,91
8/30/2019,1,8,81,3251,116,95
8/31/2019,1,8,75,3385,114,97
9/1/2019,1,8,51,3093,135,96
9/2/2019,1,8,72,2920,135,95
9/3/2019,1,8,59,3006,108,96
9/4/2019,1,8,53,2830,105,96
9/5/2019,1,8,84,2977,112,92
9/6/2019,1,8,77,2537,107,97
9/7/2019,1,8,95,2773,110,92
9/8/2019,1,8,63,3081,133,97
9/9/2019,1,8,73,2812,131,97
9/10/2019,1,8,56,2529,125,94
9/11/2019,1,8,69,3490,124,91
9/12/2019,1,8,79,2765,108,98
9/13/2019,1,8,77,3138,123,95
9/14/2019,1,8,95,3394,101,97
9/15/2019,1,8,58,2542,116,91
9/16/2019,1,8,62,3399,122,92
9/17/2019,1,8,65,3356,112,96
9/18/2019,1,8,75,2999,129,91
9/19/2019,1,8,84,2954,111,98
9/20/2019,1,8,80,3295,115,91
9/21/2019,1,8,78,2541,111,92
9/22/2019,1,8,50,2622,110,98
9/23/2019,1,8,61,2977,119,94
9/24/2019,1,8,69,2873,122,91
9/25/2019,1,8,65,3222,111,96
9/26/2019,1,8,61,3181,109,98
9/27/2019,1,8,86,3391,115,93
9/28/2019,1,8,88,3132,115,92
9/29/2019,1,8,77,2988,103,92
9/30/2019,1,8,66,3023,104,93
10/1/2019,1,8,53,3272,118,97
10/2/2019,1,8,60,2938,124,93
10/3/2019,1,8,60,2992,131,98
10/4/2019,1,8,88,2624,123,92
10/5/2019,1,8,88,3129,107,92
10/6/2019,1,8,53,2959,135,92
10/7/2019,1,8,50,3354,135,91
10/8/2019,1,8,64,2596,111,92
10/9/2019,1,8,61,3231,119,92
10/10/2019,1,8,68,2643,122,93
10/11/2019,1,8,82,3214,126,91
10/12/2019,1,8,76,3135,133,97
10/13/2019,1,8,43,3152,115,96
10/14/2019,1,8,54,2994,116,91
10/15/2019,1,8,67,3410,131,92
10/16/2019,1,8,53,2817,116,92
10/17/2019,1,8,76,2740,120,91
10/18/2019,1,8,77,2645,135,92
10/19/2019,1,8,86,2808,122,98
10/20/2019,1,8,54,3122,132,98
10/21/2019,1,8,73,3374,125,91
10/22/2019,1,8,62,3317,110,96
10/23/2019,1,8,79,2674,122,94
10/24/2019,1,8,74,2898,111,92
10/25/2019,1,8,79,3249,114,96
10/26/2019,1,8,98,3382,104,94
10/27/2019,1,8,58,3446,116,91
10/28/2019,1,8,55,3079,104,95
10/29/2019,1,8,52,2626,111,96
10/30/2019,1,8,57,3282,124,93
10/31/2019,1,8,60,3212,105,91
11/1/2019,1,8,83,3499,112,97
11/2/2019,1,8,79,3061,116,98
11/3/2019,1,8,57,3315,134,95
11/4/2019,1,8,60,3490,101,93
11/5/2019,1,8,57,3256,122,91
11/6/2019,1,8,63,2928,105,93
11/7/2019,1,8,85,2974,130,93
11/8/2019,1,8,73,2517,135,96
11/9/2019,1,8,90,2681,109,92
11/10/2019,1,8,70,2807,123,96
11/11/2019,1,8,68,3027,117,93
11/12/2019,1,8,61,2855,116,92
11/13/2019,1,8,84,2713,130,96
11/14/2019,1,8,83,2642,113,91
11/15/2019,1,8,92,2782,119,91
11/16/2019,1,8,90,2534,106,91
11/17/2019,1,8,61,2586,130,91
11/18/2019,1,8,75,2805,120,98
11/19/2019,1,8,57,3248,120,91
11/20/2019,1,8,68,3155,104,91
11/21/2019,1,8,80,2904,120,96
11/22/2019,1,8,62,2538,128,94
11/23/2019,1,8,88,3161,116,95
11/24/2019,1,8,58,3106,133,98
11/25/2019,1,8,76,2736,133,93
11/26/2019,1,8,72,3466,115,98
11/27/2019,1,8,76,3250,131,95
