date,warehouse,item,sales,marketing_expense,economic_indicator,competitor_pricing
1/4/2019,1,4,14,3296,117,95
1/5/2019,1,4,14,2586,106,92
1/6/2019,1,4,14,3909,113,96
1/7/2019,1,4,9,3144,131,95
1/8/2019,1,4,10,3847,118,96
1/9/2019,1,4,13,3622,110,92
1/10/2019,1,4,14,3925,117,96
1/11/2019,1,4,21,3509,108,91
1/12/2019,1,4,15,3153,110,95
1/13/2019,1,4,4,2922,114,92
1/14/2019,1,4,9,2984,115,96
1/15/2019,1,4,18,2638,124,96
1/16/2019,1,4,8,3902,107,95
1/17/2019,1,4,11,3064,125,97
1/18/2019,1,4,15,3005,129,93
1/19/2019,1,4,17,3674,130,95
1/20/2019,1,4,10,3954,108,96
1/21/2019,1,4,12,3530,124,95
1/22/2019,1,4,10,3606,125,95
1/23/2019,1,4,6,3208,119,94
1/24/2019,1,4,18,2791,114,95
1/25/2019,1,4,11,3520,110,97
1/26/2019,1,4,15,2683,115,96
1/27/2019,1,4,11,3976,129,92
1/28/2019,1,4,7,3010,133,94
1/29/2019,1,4,7,2693,131,95
1/30/2019,1,4,17,3363,133,96
1/31/2019,1,4,10,3814,129,96
2/1/2019,1,4,24,3668,118,94
2/2/2019,1,4,15,2872,116,91
2/3/2019,1,4,13,3504,107,94
2/4/2019,1,4,19,4179,133,92
2/5/2019,1,4,14,3621,119,97
2/6/2019,1,4,12,2601,115,97
2/7/2019,1,4,15,2816,133,96
2/8/2019,1,4,13,2755,127,94
2/9/2019,1,4,19,2976,115,92
2/10/2019,1,4,8,3679,129,95
2/11/2019,1,4,13,3793,113,94
2/12/2019,1,4,6,3490,104,97
2/13/2019,1,4,17,2634,105,93
2/14/2019,1,4,24,2553,129,95
2/15/2019,1,4,19,2554,115,94
2/16/2019,1,4,20,3369,118,96
2/17/2019,1,4,14,3313,129,95
2/18/2019,1,4,18,3800,129,92
2/19/2019,1,4,14,4065,130,93
2/20/2019,1,4,17,3315,111,95
2/21/2019,1,4,15,2899,132,93
2/22/2019,1,4,15,3107,117,96
2/23/2019,1,4,19,3509,108,92
2/24/2019,1,4,16,4045,127,96
2/25/2019,1,4,9,3358,124,91
2/26/2019,1,4,10,3854,106,95
2/27/2019,1,4,9,3700,116,91
2/28/2019,1,4,8,3182,123,93
3/1/2019,1,4,19,3510,112,93
3/2/2019,1,4,22,2866,130,91
3/3/2019,1,4,14,3194,120,94
3/4/2019,1,4,19,3307,129,95
3/5/2019,1,4,15,3625,131,95
3/6/2019,1,4,14,4027,131,91
3/7/2019,1,4,15,2528,116,91
3/8/2019,1,4,15,3945,133,93
3/9/2019,1,4,14,2620,111,93
3/10/2019,1,4,15,3444,132,92
3/11/2019,1,4,16,3082,127,92
3/12/2019,1,4,16,2836,108,95
3/13/2019,1,4,20,4064,116,92
3/14/2019,1,4,15,3056,109,93
3/15/2019,1,4,27,2928,113,93
3/16/2019,1,4,13,4146,110,97
3/17/2019,1,4,20,4096,110,95
3/18/2019,1,4,9,2589,124,94
3/19/2019,1,4,20,3814,108,97
3/20/2019,1,4,20,3487,114,92
3/21/2019,1,4,20,3997,104,96
3/22/2019,1,4,15,2939,112,93
3/23/2019,1,4,16,4095,133,93
3/24/2019,1,4,18,3276,127,97
3/25/2019,1,4,13,2693,126,95
3/26/2019,1,4,18,3583,123,96
3/27/2019,1,4,20,3461,126,93
3/28/2019,1,4,19,3867,122,92
3/29/2019,1,4,22,2581,121,97
3/30/2019,1,4,18,3475,107,97
3/31/2019,1,4,7,2510,110,92
4/1/2019,1,4,22,3933,131,91
4/2/2019,1,4,24,3449,121,93
4/3/2019,1,4,22,2974,116,94
4/4/2019,1,4,24,3354,117,91
4/5/2019,1,4,38,3527,128,92
4/6/2019,1,4,23,3490,106,96
4/7/2019,1,4,20,3484,125,95
4/8/2019,1,4,12,3896,124,94
4/9/2019,1,4,23,3568,119,95
4/10/2019,1,4,18,2949,123,91
4/11/2019,1,4,32,4079,115,94
4/12/2019,1,4,17,3608,111,97
4/13/2019,1,4,26,3898,129,97
4/14/2019,1,4,8,4132,133,91
4/15/2019,1,4,11,3371,111,97
4/16/2019,1,4,25,3403,120,95
4/17/2019,1,4,20,3125,107,95
4/18/2019,1,4,17,3551,107,92
4/19/2019,1,4,27,4085,122,95
4/20/2019,1,4,29,3791,131,93
4/21/2019,1,4,13,3240,119,92
4/22/2019,1,4,23,3860,111,91
4/23/2019,1,4,18,2606,121,97
4/24/2019,1,4,14,3386,110,91
4/25/2019,1,4,21,3573,129,91
4/26/2019,1,4,26,2531,114,93
4/27/2019,1,4,23,3516,113,92
4/28/2019,1,4,21,2684,116,93
4/29/2019,1,4,14,2591,133,91
4/30/2019,1,4,20,2780,129,95
5/1/2019,1,4,21,2703,120,97
5/2/2019,1,4,20,2666,116,92
5/3/2019,1,4,35,3612,131,92
5/4/2019,1,4,22,3434,116,97
5/5/2019,1,4,14,3172,109,92
5/6/2019,1,4,16,3997,108,92
5/7/2019,1,4,18,3986,118,91
5/8/2019,1,4,32,3472,132,91
5/9/2019,1,4,20,3653,132,97
5/10/2019,1,4,14,3829,120,96
5/11/2019,1,4,21,4103,125,94
5/12/2019,1,4,17,4138,115,94
5/13/2019,1,4,20,2959,119,91
5/14/2019,1,4,18,3171,123,93
5/15/2019,1,4,22,3935,104,92
5/16/2019,1,4,20,3634,106,96
5/17/2019,1,4,21,3558,121,93
5/18/2019,1,4,29,2717,124,95
5/19/2019,1,4,14,3121,127,92
5/20/2019,1,4,14,3502,104,96
5/21/2019,1,4,14,3374,110,92
5/22/2019,1,4,16,3848,118,95
5/23/2019,1,4,27,3569,108,95
5/24/2019,1,4,24,4152,120,97
5/25/2019,1,4,27,2760,114,94
5/26/2019,1,4,17,2712,106,91
5/27/2019,1,4,20,3148,108,92
5/28/2019,1,4,22,4115,126,97
5/29/2019,1,4,21,2928,122,97
5/30/2019,1,4,29,3629,131,91
5/31/2019,1,4,20,3772,130,92
6/1/2019,1,4,25,3550,117,92
6/2/2019,1,4,17,3063,122,91
6/3/2019,1,4,24,4005,106,96
6/4/2019,1,4,20,3731,123,95
6/5/2019,1,4,15,2706,125,96
6/6/2019,1,4,26,3019,128,97
6/7/2019,1,4,27,3914,128,92
6/8/2019,1,4,27,2592,104,91
6/9/2019,1,4,25,2841,131,95
6/10/2019,1,4,22,2774,121,97
6/11/2019,1,4,21,3854,120,97
6/12/2019,1,4,24,4187,128,94
6/13/2019,1,4,22,2581,117,92
6/14/2019,1,4,35,2608,126,92
6/15/2019,1,4,24,3102,122,93
6/16/2019,1,4,19,4063,111,93
6/17/2019,1,4,25,3790,110,96
6/18/2019,1,4,18,3205,115,92
6/19/2019,1,4,28,4017,108,95
6/20/2019,1,4,23,3145,128,92
6/21/2019,1,4,24,2691,124,93
6/22/2019,1,4,20,4056,128,97
6/23/2019,1,4,15,2797,108,97
6/24/2019,1,4,28,2530,107,97
6/25/2019,1,4,25,2763,105,92
6/26/2019,1,4,21,2731,124,97
6/27/2019,1,4,23,3367,108,97
6/28/2019,1,4,23,3257,132,91
6/29/2019,1,4,29,2773,133,97
6/30/2019,1,4,18,4021,126,91
7/1/2019,1,4,19,2584,112,96
7/2/2019,1,4,24,4106,105,91
7/3/2019,1,4,21,2611,112,94
7/4/2019,1,4,30,3369,126,92
7/5/2019,1,4,31,3218,132,97
7/6/2019,1,4,28,3245,107,96
7/7/2019,1,4,19,3066,123,97
7/8/2019,1,4,29,4197,106,97
7/9/2019,1,4,21,2905,133,96
7/10/2019,1,4,32,2819,131,96
7/11/2019,1,4,29,2508,114,93
7/12/2019,1,4,29,3825,126,94
7/13/2019,1,4,22,3787,117,96
7/14/2019,1,4,25,3641,122,92
7/15/2019,1,4,22,2567,129,92
7/16/2019,1,4,21,4181,116,95
7/17/2019,1,4,26,2929,133,94
7/18/2019,1,4,21,2575,132,93
7/19/2019,1,4,32,2777,120,97
7/20/2019,1,4,40,3181,129,94
7/21/2019,1,4,20,4180,122,95
7/22/2019,1,4,32,3311,117,96
7/23/2019,1,4,26,3042,116,96
7/24/2019,1,4,23,2740,112,97
7/25/2019,1,4,31,2507,112,95
7/26/2019,1,4,30,4141,113,94
7/27/2019,1,4,29,3354,122,93
7/28/2019,1,4,14,2897,106,95
7/29/2019,1,4,17,2933,124,92
7/30/2019,1,4,25,2824,111,95
7/31/2019,1,4,23,3909,110,95
8/1/2019,1,4,21,3358,112,91
8/2/2019,1,4,18,3334,128,94
8/3/2019,1,4,38,3078,106,96
8/4/2019,1,4,20,3211,104,96
8/5/2019,1,4,23,3446,126,96
8/6/2019,1,4,24,2942,133,94
8/7/2019,1,4,25,2771,131,96
8/8/2019,1,4,17,4154,116,92
8/9/2019,1,4,23,2588,132,92
8/10/2019,1,4,35,2997,110,94
8/11/2019,1,4,18,2898,113,92
8/12/2019,1,4,27,3870,125,91
8/13/2019,1,4,22,2938,133,92
8/14/2019,1,4,31,2660,107,91
8/15/2019,1,4,19,3467,119,94
8/16/2019,1,4,23,3260,108,95
8/17/2019,1,4,22,3892,113,96
8/18/2019,1,4,12,2848,111,92
8/19/2019,1,4,23,2573,117,92
8/20/2019,1,4,27,3553,111,93
8/21/2019,1,4,25,3247,110,93
8/22/2019,1,4,15,3916,112,91
8/23/2019,1,4,32,2889,105,91
8/24/2019,1,4,26,3437,112,97
8/25/2019,1,4,14,2542,118,95
8/26/2019,1,4,18,3612,108,92
8/27/2019,1,4,15,2567,111,96
8/28/2019,1,4,22,2914,132,93
8/29/2019,1,4,22,3313,117,96
8/30/2019,1,4,20,4075,132,91
8/31/2019,1,4,28,3660,119,96
9/1/2019,1,4,16,3722,123,96
9/2/2019,1,4,14,3594,121,91
9/3/2019,1,4,15,3840,127,97
9/4/2019,1,4,24,3451,106,94
9/5/2019,1,4,26,3552,112,92
9/6/2019,1,4,25,3965,128,97
9/7/2019,1,4,29,3182,133,92
9/8/2019,1,4,15,2508,117,95
9/9/2019,1,4,16,2633,129,92
9/10/2019,1,4,23,4039,114,91
9/11/2019,1,4,25,3686,120,92
9/12/2019,1,4,16,3232,121,93
9/13/2019,1,4,30,2969,129,94
9/14/2019,1,4,24,3382,110,93
9/15/2019,1,4,24,3561,125,96
9/16/2019,1,4,18,2963,110,91
9/17/2019,1,4,16,4047,130,97
9/18/2019,1,4,18,3173,114,95
9/19/2019,1,4,18,4142,115,93
9/20/2019,1,4,20,3925,125,92
9/21/2019,1,4,26,3154,107,95
9/22/2019,1,4,11,3462,119,93
9/23/2019,1,4,17,3222,110,93
9/24/2019,1,4,24,2586,120,94
9/25/2019,1,4,18,3871,114,96
9/26/2019,1,4,18,4027,131,91
9/27/2019,1,4,15,3923,128,95
9/28/2019,1,4,28,3285,119,96
9/29/2019,1,4,19,4117,114,96
9/30/2019,1,4,17,2915,116,94
10/1/2019,1,4,16,3250,119,92
10/2/2019,1,4,12,2609,128,97
10/3/2019,1,4,12,3468,105,93
10/4/2019,1,4,22,3371,112,96
10/5/2019,1,4,20,3534,128,93
10/6/2019,1,4,16,3442,126,97
10/7/2019,1,4,13,3434,112,93
10/8/2019,1,4,22,2800,128,92
10/9/2019,1,4,17,4148,118,97
10/10/2019,1,4,13,3585,109,91
10/11/2019,1,4,18,2584,119,92
10/12/2019,1,4,26,4016,113,91
10/13/2019,1,4,14,3559,115,92
10/14/2019,1,4,19,3637,111,96
10/15/2019,1,4,23,3798,124,93
10/16/2019,1,4,17,4116,123,95
10/17/2019,1,4,12,2767,133,93
10/18/2019,1,4,25,3651,111,96
10/19/2019,1,4,26,3846,111,96
10/20/2019,1,4,21,2850,131,95
10/21/2019,1,4,11,3403,118,94
10/22/2019,1,4,12,3828,131,91
10/23/2019,1,4,15,3770,132,92
10/24/2019,1,4,18,2849,119,96
10/25/2019,1,4,18,3033,114,97
10/26/2019,1,4,13,2686,126,91
10/27/2019,1,4,18,3572,126,94
10/28/2019,1,4,20,3413,126,92
10/29/2019,1,4,16,3917,112,97
10/30/2019,1,4,12,3390,108,93
10/31/2019,1,4,24,2797,118,91
11/1/2019,1,4,18,2678,122,94
11/2/2019,1,4,20,3410,128,96
11/3/2019,1,4,17,3430,107,94
11/4/2019,1,4,17,4164,112,94
11/5/2019,1,4,16,2799,104,94
11/6/2019,1,4,19,3285,110,97
11/7/2019,1,4,23,4105,123,97
11/8/2019,1,4,24,3112,111,95
11/9/2019,1,4,33,4138,107,96
11/10/2019,1,4,24,2605,117,97
11/11/2019,1,4,23,3927,127,97
11/12/2019,1,4,24,3345,127,97
11/13/2019,1,4,26,3447,126,96
11/14/2019,1,4,25,4186,121,93
11/15/2019,1,4,24,4051,117,91
11/16/2019,1,4,28,3915,120,97
11/17/2019,1,4,12,3293,111,95
11/18/2019,1,4,19,3457,111,92
11/19/2019,1,4,13,2914,120,97
11/20/2019,1,4,26,3319,131,93
11/21/2019,1,4,25,3467,109,95
11/22/2019,1,4,16,3948,108,94
11/23/2019,1,4,29,4155,107,96
11/24/2019,1,4,19,3030,108,94
11/25/2019,1,4,18,3442,113,97
11/26/2019,1,4,16,3774,130,93
11/27/2019,1,4,21,3574,129,94
