date,warehouse,item,sales,marketing_expense,economic_indicator,competitor_pricing
6/28/2018,1,7,62,3032,103,95
6/29/2018,1,7,56,2943,106,93
6/30/2018,1,7,65,3448,101,96
7/1/2018,1,7,40,3253,136,96
7/2/2018,1,7,53,3409,137,96
7/3/2018,1,7,44,2816,123,93
7/4/2018,1,7,58,3297,103,91
7/5/2018,1,7,56,2809,112,92
7/6/2018,1,7,58,2758,131,96
7/7/2018,1,7,73,3244,104,93
7/8/2018,1,7,49,3193,129,92
7/9/2018,1,7,55,3350,131,92
7/10/2018,1,7,52,2901,133,97
7/11/2018,1,7,59,2540,130,95
7/12/2018,1,7,66,3202,117,97
7/13/2018,1,7,53,2619,112,97
7/14/2018,1,7,63,3063,125,95
7/15/2018,1,7,36,3252,116,98
7/16/2018,1,7,71,2540,118,92
7/17/2018,1,7,44,2701,127,93
7/18/2018,1,7,64,2778,109,97
7/19/2018,1,7,58,2983,130,93
7/20/2018,1,7,55,2857,106,95
7/21/2018,1,7,64,2646,101,96
7/22/2018,1,7,45,3414,124,98
7/23/2018,1,7,43,2742,126,91
7/24/2018,1,7,55,2892,131,91
7/25/2018,1,7,64,2855,113,97
7/26/2018,1,7,51,3185,136,93
7/27/2018,1,7,54,3318,118,92
7/28/2018,1,7,69,3395,102,91
7/29/2018,1,7,37,2600,105,91
7/30/2018,1,7,53,3172,135,95
7/31/2018,1,7,67,3192,135,97
8/1/2018,1,7,54,2987,126,98
8/2/2018,1,7,69,3281,133,98
8/3/2018,1,7,62,3232,125,91
8/4/2018,1,7,60,3403,137,95
8/5/2018,1,7,38,3158,137,96
8/6/2018,1,7,48,3401,126,95
8/7/2018,1,7,46,2573,129,95
8/8/2018,1,7,51,3028,123,95
8/9/2018,1,7,56,3393,115,96
8/10/2018,1,7,43,2621,111,92
8/11/2018,1,7,59,3341,109,95
8/12/2018,1,7,39,2899,103,91
8/13/2018,1,7,52,2645,119,98
8/14/2018,1,7,47,2780,110,98
8/15/2018,1,7,52,3415,128,96
8/16/2018,1,7,46,3459,118,95
8/17/2018,1,7,63,2762,120,97
8/18/2018,1,7,54,2589,105,98
8/19/2018,1,7,38,2954,117,92
8/20/2018,1,7,47,3082,116,94
8/21/2018,1,7,55,3370,137,91
8/22/2018,1,7,45,2527,128,93
8/23/2018,1,7,53,2520,119,95
8/24/2018,1,7,59,2905,116,95
8/25/2018,1,7,56,3063,137,97
8/26/2018,1,7,48,3418,107,97
8/27/2018,1,7,46,3325,109,98
8/28/2018,1,7,37,2752,115,94
8/29/2018,1,7,50,3119,135,93
8/30/2018,1,7,46,3000,118,94
8/31/2018,1,7,43,3462,113,98
9/1/2018,1,7,70,2763,120,91
9/2/2018,1,7,47,2785,117,98
9/3/2018,1,7,30,3036,127,92
9/4/2018,1,7,39,2641,114,97
9/5/2018,1,7,45,3400,119,98
9/6/2018,1,7,48,3309,129,91
9/7/2018,1,7,48,2560,133,97
9/8/2018,1,7,56,3402,121,92
9/9/2018,1,7,42,3245,105,92
9/10/2018,1,7,39,2600,105,97
9/11/2018,1,7,48,3041,115,93
9/12/2018,1,7,38,3332,126,98
9/13/2018,1,7,51,3116,121,95
9/14/2018,1,7,56,3159,106,96
9/15/2018,1,7,59,2895,104,94
9/16/2018,1,7,33,3431,119,95
9/17/2018,1,7,33,2617,115,93
9/18/2018,1,7,38,3213,115,91
9/19/2018,1,7,36,2862,122,91
9/20/2018,1,7,40,3406,130,95
9/21/2018,1,7,61,3097,112,96
9/22/2018,1,7,65,2716,133,93
9/23/2018,1,7,44,2951,124,98
9/24/2018,1,7,46,3215,121,98
9/25/2018,1,7,48,3348,105,94
9/26/2018,1,7,46,3477,118,94
9/27/2018,1,7,48,2997,124,93
9/28/2018,1,7,58,2687,118,93
9/29/2018,1,7,61,2910,135,98
9/30/2018,1,7,43,3107,132,93
10/1/2018,1,7,42,2891,114,91
10/2/2018,1,7,43,3086,105,92
10/3/2018,1,7,48,3234,114,92
10/4/2018,1,7,55,3072,111,93
10/5/2018,1,7,45,2728,127,93
10/6/2018,1,7,70,3130,126,92
10/7/2018,1,7,22,2595,119,98
10/8/2018,1,7,34,3439,126,91
10/9/2018,1,7,45,3243,124,96
10/10/2018,1,7,47,2647,113,96
10/11/2018,1,7,55,2732,110,96
10/12/2018,1,7,51,2553,131,96
10/13/2018,1,7,61,2794,122,97
10/14/2018,1,7,42,3013,130,95
10/15/2018,1,7,30,3341,111,91
10/16/2018,1,7,30,2897,114,92
10/17/2018,1,7,48,3469,106,91
10/18/2018,1,7,54,2648,120,95
10/19/2018,1,7,56,3199,121,98
10/20/2018,1,7,49,3485,112,91
10/21/2018,1,7,30,2599,124,96
10/22/2018,1,7,50,3125,116,97
10/23/2018,1,7,41,3308,106,92
10/24/2018,1,7,41,3466,135,97
10/25/2018,1,7,48,3252,101,96
10/26/2018,1,7,53,2665,113,96
10/27/2018,1,7,53,3173,131,96
10/28/2018,1,7,41,3446,101,95
10/29/2018,1,7,29,2660,126,93
10/30/2018,1,7,45,3422,103,98
10/31/2018,1,7,43,3387,107,94
11/1/2018,1,7,57,3474,130,93
11/2/2018,1,7,60,3193,114,93
11/3/2018,1,7,57,3026,101,97
11/4/2018,1,7,39,2850,125,92
11/5/2018,1,7,42,2626,119,98
11/6/2018,1,7,54,3335,120,92
11/7/2018,1,7,55,2929,104,95
11/8/2018,1,7,51,2776,126,95
11/9/2018,1,7,49,2939,121,97
11/10/2018,1,7,63,3264,138,94
11/11/2018,1,7,27,2848,126,96
11/12/2018,1,7,36,2838,111,93
11/13/2018,1,7,50,3131,138,97
11/14/2018,1,7,58,2721,111,93
11/15/2018,1,7,52,3128,134,91
11/16/2018,1,7,47,3343,113,91
11/17/2018,1,7,57,2962,118,91
11/18/2018,1,7,29,2514,119,93
11/19/2018,1,7,38,3456,112,98
11/20/2018,1,7,44,3027,103,92
11/21/2018,1,7,50,2708,106,98
11/22/2018,1,7,51,2910,119,93
11/23/2018,1,7,54,3384,125,98
11/24/2018,1,7,42,2612,102,92
11/25/2018,1,7,23,3121,134,97
11/26/2018,1,7,45,3088,101,92
11/27/2018,1,7,41,3058,105,91
11/28/2018,1,7,40,2867,134,95
11/29/2018,1,7,55,3399,104,93
11/30/2018,1,7,56,2550,103,93
12/1/2018,1,7,38,3479,131,95
12/2/2018,1,7,25,2711,105,92
12/3/2018,1,7,27,3204,129,95
12/4/2018,1,7,40,2665,112,91
12/5/2018,1,7,40,3480,125,91
12/6/2018,1,7,39,2993,104,97
12/7/2018,1,7,42,3205,115,92
12/8/2018,1,7,40,3188,129,98
12/9/2018,1,7,23,2573,118,93
12/10/2018,1,7,41,2904,137,95
12/11/2018,1,7,24,2977,128,92
12/12/2018,1,7,30,3016,107,96
12/13/2018,1,7,49,2846,120,91
12/14/2018,1,7,33,3465,122,93
12/15/2018,1,7,39,2808,117,98
12/16/2018,1,7,23,3406,138,91
12/17/2018,1,7,32,3129,137,95
12/18/2018,1,7,22,3340,119,92
12/19/2018,1,7,36,2738,118,93
12/20/2018,1,7,37,3205,128,98
12/21/2018,1,7,38,2852,103,93
12/22/2018,1,7,47,2927,108,91
12/23/2018,1,7,14,3259,120,91
12/24/2018,1,7,34,3245,106,96
12/25/2018,1,7,35,2693,123,94
12/26/2018,1,7,28,2556,124,97
12/27/2018,1,7,30,3429,125,93
12/28/2018,1,7,31,3403,108,95
12/29/2018,1,7,43,2543,138,95
12/30/2018,1,7,20,3053,121,97
12/31/2018,1,7,35,2915,131,92
1/1/2019,1,7,37,3012,101,96
1/2/2019,1,7,39,3068,108,92
1/3/2019,1,7,39,2819,138,96
1/4/2019,1,7,43,3085,129,92
1/5/2019,1,7,53,2645,123,91
1/6/2019,1,7,25,2670,116,96
1/7/2019,1,7,35,3332,127,97
1/8/2019,1,7,34,3195,117,91
1/9/2019,1,7,26,3184,131,98
1/10/2019,1,7,39,3263,111,95
1/11/2019,1,7,41,3445,102,91
1/12/2019,1,7,48,3468,104,95
1/13/2019,1,7,24,2784,132,95
1/14/2019,1,7,34,3334,103,94
1/15/2019,1,7,28,2946,103,97
1/16/2019,1,7,29,3345,107,93
1/17/2019,1,7,40,2727,126,98
1/18/2019,1,7,39,3385,125,91
1/19/2019,1,7,36,2692,110,98
1/20/2019,1,7,39,3059,127,95
1/21/2019,1,7,34,3197,135,97
1/22/2019,1,7,27,2756,108,98
1/23/2019,1,7,35,3198,138,96
1/24/2019,1,7,35,2734,130,95
1/25/2019,1,7,31,3228,109,92
1/26/2019,1,7,41,2900,127,97
1/27/2019,1,7,24,3016,131,94
1/28/2019,1,7,24,3148,111,96
1/29/2019,1,7,28,3260,103,91
1/30/2019,1,7,36,3019,126,96
1/31/2019,1,7,33,2571,106,93
2/1/2019,1,7,50,2955,119,91
2/2/2019,1,7,41,3266,115,94
2/3/2019,1,7,24,3235,130,98
2/4/2019,1,7,29,3439,126,96
2/5/2019,1,7,40,2794,106,94
2/6/2019,1,7,38,3228,119,95
2/7/2019,1,7,32,2885,103,97
2/8/2019,1,7,52,3042,123,97
2/9/2019,1,7,52,2872,129,91
2/10/2019,1,7,27,3443,102,98
2/11/2019,1,7,43,2715,102,93
2/12/2019,1,7,21,2782,125,94
2/13/2019,1,7,48,2566,133,96
2/14/2019,1,7,40,2833,134,96
2/15/2019,1,7,44,2536,109,94
2/16/2019,1,7,29,3060,109,96
2/17/2019,1,7,21,3288,131,93
2/18/2019,1,7,28,2730,134,93
2/19/2019,1,7,35,3030,101,95
2/20/2019,1,7,37,3231,116,98
2/21/2019,1,7,34,3454,103,94
2/22/2019,1,7,38,3293,136,92
2/23/2019,1,7,38,3398,103,94
2/24/2019,1,7,27,2982,114,93
2/25/2019,1,7,26,3209,137,94
2/26/2019,1,7,27,3201,137,98
2/27/2019,1,7,43,2627,129,95
2/28/2019,1,7,40,3280,131,91
3/1/2019,1,7,54,3455,135,96
3/2/2019,1,7,63,2846,125,95
3/3/2019,1,7,33,2566,105,94
3/4/2019,1,7,53,2891,132,92
3/5/2019,1,7,44,2672,106,93
3/6/2019,1,7,41,3444,123,92
3/7/2019,1,7,46,2597,131,91
3/8/2019,1,7,43,2686,122,96
3/9/2019,1,7,53,3428,121,97
3/10/2019,1,7,25,3449,117,92
3/11/2019,1,7,43,3066,135,92
3/12/2019,1,7,40,2705,120,97
3/13/2019,1,7,42,3365,138,95
3/14/2019,1,7,51,3308,113,97
3/15/2019,1,7,42,2954,113,97
3/16/2019,1,7,50,2944,115,95
3/17/2019,1,7,25,3018,105,96
3/18/2019,1,7,39,3125,123,96
3/19/2019,1,7,40,3362,111,95
3/20/2019,1,7,57,3147,119,93
3/21/2019,1,7,51,3028,105,95
3/22/2019,1,7,58,2902,124,96
3/23/2019,1,7,39,3106,117,94
3/24/2019,1,7,37,3231,109,96
3/25/2019,1,7,38,2647,119,95
3/26/2019,1,7,38,2694,138,96
3/27/2019,1,7,39,3077,125,97
3/28/2019,1,7,49,3275,112,96
3/29/2019,1,7,50,2991,108,94
3/30/2019,1,7,44,3473,138,98
3/31/2019,1,7,36,2823,110,93
4/1/2019,1,7,42,2861,119,97
4/2/2019,1,7,52,3184,113,92
4/3/2019,1,7,66,3247,138,95
4/4/2019,1,7,47,2916,114,92
4/5/2019,1,7,76,2938,116,94
4/6/2019,1,7,70,3480,122,97
4/7/2019,1,7,38,2884,115,95
4/8/2019,1,7,35,3388,122,98
4/9/2019,1,7,47,3480,120,98
4/10/2019,1,7,61,3225,111,95
4/11/2019,1,7,56,2944,118,96
4/12/2019,1,7,67,2740,135,93
4/13/2019,1,7,67,2996,104,93
4/14/2019,1,7,45,2909,128,96
4/15/2019,1,7,38,3427,124,97
4/16/2019,1,7,50,3316,129,98
4/17/2019,1,7,48,2540,106,96
4/18/2019,1,7,47,3168,124,97
4/19/2019,1,7,65,2928,102,95
4/20/2019,1,7,63,2862,124,96
4/21/2019,1,7,40,2896,104,92
4/22/2019,1,7,52,3052,138,94
4/23/2019,1,7,47,3173,127,94
4/24/2019,1,7,60,2717,124,92
4/25/2019,1,7,63,3079,135,95
4/26/2019,1,7,50,2541,137,94
4/27/2019,1,7,58,3498,106,95
4/28/2019,1,7,26,2915,138,94
4/29/2019,1,7,59,3470,135,98
4/30/2019,1,7,53,2675,127,93
5/1/2019,1,7,70,2680,135,98
5/2/2019,1,7,54,2539,138,95
5/3/2019,1,7,77,2620,118,97
5/4/2019,1,7,61,3423,137,93
5/5/2019,1,7,30,2868,124,92
5/6/2019,1,7,56,2560,104,95
5/7/2019,1,7,49,2594,126,97
5/8/2019,1,7,48,2925,116,92
5/9/2019,1,7,58,3024,134,92
5/10/2019,1,7,67,2874,122,93
5/11/2019,1,7,66,3211,119,93
5/12/2019,1,7,43,3403,128,91
5/13/2019,1,7,53,2788,121,94
5/14/2019,1,7,48,3199,130,94
5/15/2019,1,7,60,3406,109,94
5/16/2019,1,7,66,3084,111,95
5/17/2019,1,7,71,2837,107,93
5/18/2019,1,7,71,2645,120,96
5/19/2019,1,7,40,2735,135,98
5/20/2019,1,7,66,2961,102,93
5/21/2019,1,7,48,3279,118,97
5/22/2019,1,7,66,3035,113,93
5/23/2019,1,7,51,3199,105,98
5/24/2019,1,7,57,3121,115,95
5/25/2019,1,7,58,3449,117,92
5/26/2019,1,7,50,2614,132,97
5/27/2019,1,7,48,3081,121,98
5/28/2019,1,7,43,3097,135,97
5/29/2019,1,7,63,3363,136,96
5/30/2019,1,7,67,2531,115,94
5/31/2019,1,7,88,2966,122,97
6/1/2019,1,7,77,3097,127,95
6/2/2019,1,7,42,2554,107,95
6/3/2019,1,7,55,2825,128,91
6/4/2019,1,7,54,3171,104,96
6/5/2019,1,7,64,2817,128,97
6/6/2019,1,7,71,3105,138,95
6/7/2019,1,7,73,2933,106,95
6/8/2019,1,7,67,2900,118,91
6/9/2019,1,7,48,2706,124,91
6/10/2019,1,7,57,2666,115,97
6/11/2019,1,7,56,2518,115,95
6/12/2019,1,7,65,2837,112,96
6/13/2019,1,7,72,3462,114,98
6/14/2019,1,7,59,3360,107,94
6/15/2019,1,7,75,2996,128,94
6/16/2019,1,7,44,2789,112,91
6/17/2019,1,7,46,2636,127,96
6/18/2019,1,7,66,3280,133,97
6/19/2019,1,7,68,2786,128,93
6/20/2019,1,7,55,2501,105,93
6/21/2019,1,7,71,2528,120,97
6/22/2019,1,7,80,2534,129,97
6/23/2019,1,7,44,3383,111,97
6/24/2019,1,7,51,2619,114,95
6/25/2019,1,7,47,3107,133,91
6/26/2019,1,7,65,3302,135,98
6/27/2019,1,7,64,2933,138,93
6/28/2019,1,7,69,2682,111,93
6/29/2019,1,7,66,2532,102,97
6/30/2019,1,7,48,3391,102,97
7/1/2019,1,7,55,2694,123,92
7/2/2019,1,7,50,2984,132,97
7/3/2019,1,7,53,2707,108,97
7/4/2019,1,7,68,3482,114,91
7/5/2019,1,7,74,3326,101,95
7/6/2019,1,7,72,3323,109,93
7/7/2019,1,7,51,3060,101,95
7/8/2019,1,7,52,3324,133,92
7/9/2019,1,7,57,2554,132,97
7/10/2019,1,7,62,3334,120,97
7/11/2019,1,7,63,3095,106,93
7/12/2019,1,7,76,3429,121,98
7/13/2019,1,7,71,2529,125,93
7/14/2019,1,7,47,2668,123,91
7/15/2019,1,7,51,3462,124,97
7/16/2019,1,7,62,2636,114,97
7/17/2019,1,7,79,2643,114,96
7/18/2019,1,7,74,2580,133,93
7/19/2019,1,7,84,2610,121,95
7/20/2019,1,7,74,3408,101,95
7/21/2019,1,7,49,3289,119,94
7/22/2019,1,7,58,3305,123,95
7/23/2019,1,7,55,2706,130,96
7/24/2019,1,7,72,2996,124,91
7/25/2019,1,7,67,2960,105,91
7/26/2019,1,7,82,2626,130,96
7/27/2019,1,7,84,2581,124,92
7/28/2019,1,7,58,3273,105,91
7/29/2019,1,7,55,2852,129,95
7/30/2019,1,7,59,3363,135,97
7/31/2019,1,7,62,3480,135,92
8/1/2019,1,7,47,3361,133,94
8/2/2019,1,7,54,3398,119,95
8/3/2019,1,7,68,3102,134,96
8/4/2019,1,7,55,2999,126,97
8/5/2019,1,7,54,3248,109,94
8/6/2019,1,7,49,3456,112,97
8/7/2019,1,7,62,2664,133,94
8/8/2019,1,7,63,3081,107,91
8/9/2019,1,7,81,3043,116,94
8/10/2019,1,7,69,2531,116,98
8/11/2019,1,7,41,2857,117,91
8/12/2019,1,7,51,3422,127,91
8/13/2019,1,7,50,2667,128,98
8/14/2019,1,7,60,2609,113,91
8/15/2019,1,7,81,3162,103,91
8/16/2019,1,7,63,3213,138,96
8/17/2019,1,7,74,3385,101,93
8/18/2019,1,7,42,3350,122,93
8/19/2019,1,7,59,2654,111,91
8/20/2019,1,7,50,3181,103,92
8/21/2019,1,7,56,3366,109,97
8/22/2019,1,7,72,3305,115,96
8/23/2019,1,7,55,2967,125,95
8/24/2019,1,7,69,3304,137,91
8/25/2019,1,7,38,3236,136,95
8/26/2019,1,7,56,2614,103,94
8/27/2019,1,7,52,3083,109,97
8/28/2019,1,7,49,3299,103,92
8/29/2019,1,7,60,3189,102,94
8/30/2019,1,7,75,3405,114,95
8/31/2019,1,7,69,2801,104,91
9/1/2019,1,7,38,2580,115,91
9/2/2019,1,7,46,3384,125,93
9/3/2019,1,7,45,3308,114,98
9/4/2019,1,7,66,3019,117,98
9/5/2019,1,7,68,2831,120,98
9/6/2019,1,7,72,3109,123,93
9/7/2019,1,7,73,3253,135,93
9/8/2019,1,7,44,3454,115,93
9/9/2019,1,7,37,3152,118,91
9/10/2019,1,7,53,3466,115,96
9/11/2019,1,7,60,2635,106,95
9/12/2019,1,7,59,2756,112,97
9/13/2019,1,7,55,2542,137,92
9/14/2019,1,7,66,2644,105,95
9/15/2019,1,7,32,2903,124,97
9/16/2019,1,7,51,2944,131,93
9/17/2019,1,7,51,3125,111,94
9/18/2019,1,7,54,2811,120,97
9/19/2019,1,7,58,2926,113,92
9/20/2019,1,7,54,2696,129,96
9/21/2019,1,7,73,2949,120,92
9/22/2019,1,7,39,2754,134,98
9/23/2019,1,7,54,3330,122,97
9/24/2019,1,7,45,3495,103,96
9/25/2019,1,7,52,2909,122,96
9/26/2019,1,7,58,3391,122,97
9/27/2019,1,7,45,3332,107,98
9/28/2019,1,7,55,2822,123,91
9/29/2019,1,7,41,2855,110,91
9/30/2019,1,7,48,2795,118,96
10/1/2019,1,7,46,2901,130,97
10/2/2019,1,7,54,2969,126,95
10/3/2019,1,7,41,2887,120,97
10/4/2019,1,7,67,3258,125,98
10/5/2019,1,7,61,3407,135,92
10/6/2019,1,7,42,3388,107,93
10/7/2019,1,7,48,3352,124,93
10/8/2019,1,7,39,3008,104,92
10/9/2019,1,7,42,3068,131,97
10/10/2019,1,7,50,2842,138,93
10/11/2019,1,7,66,3439,138,94
10/12/2019,1,7,59,3142,123,95
10/13/2019,1,7,30,2999,123,91
10/14/2019,1,7,40,3275,113,95
10/15/2019,1,7,36,2586,106,92
10/16/2019,1,7,46,3256,129,93
10/17/2019,1,7,46,2690,105,91
10/18/2019,1,7,54,3132,129,94
10/19/2019,1,7,52,3170,103,93
10/20/2019,1,7,39,3127,133,95
10/21/2019,1,7,47,2650,109,91
10/22/2019,1,7,50,2729,102,98
10/23/2019,1,7,56,3042,107,96
10/24/2019,1,7,55,3321,123,94
10/25/2019,1,7,59,3292,102,98
10/26/2019,1,7,70,2869,114,96
10/27/2019,1,7,44,3327,124,94
10/28/2019,1,7,41,2976,113,98
10/29/2019,1,7,29,2749,116,94
10/30/2019,1,7,53,2844,133,93
10/31/2019,1,7,44,3083,125,98
11/1/2019,1,7,53,2790,131,98
11/2/2019,1,7,54,3272,106,94
11/3/2019,1,7,30,3226,114,94
11/4/2019,1,7,50,3472,101,98
11/5/2019,1,7,49,3298,137,96
11/6/2019,1,7,64,2598,133,98
11/7/2019,1,7,52,2928,125,98
11/8/2019,1,7,58,3227,124,97
11/9/2019,1,7,58,2843,112,97
11/10/2019,1,7,45,2852,124,95
11/11/2019,1,7,38,2968,104,96
11/12/2019,1,7,45,2612,112,93
11/13/2019,1,7,57,2643,123,93
11/14/2019,1,7,51,3078,112,95
11/15/2019,1,7,59,3432,133,98
11/16/2019,1,7,65,3432,105,95
11/17/2019,1,7,53,2872,108,96
11/18/2019,1,7,46,2784,125,93
11/19/2019,1,7,55,3261,133,92
11/20/2019,1,7,63,3244,133,92
11/21/2019,1,7,57,2535,127,97
11/22/2019,1,7,56,3015,113,97
11/23/2019,1,7,51,2755,107,93
11/24/2019,1,7,42,3016,104,91
11/25/2019,1,7,47,2699,124,96
11/26/2019,1,7,50,3390,127,95
11/27/2019,1,7,49,3080,105,97
