date,warehouse,item,sales,marketing_expense,economic_indicator,competitor_pricing
6/27/2018,1,3,36,3454,115,95
6/28/2018,1,3,33,2520,119,98
6/29/2018,1,3,39,3064,115,98
6/30/2018,1,3,41,2735,104,95
7/1/2018,1,3,32,3157,104,96
7/2/2018,1,3,33,2897,120,91
7/3/2018,1,3,43,2701,102,94
7/4/2018,1,3,37,2746,113,97
7/5/2018,1,3,29,2761,128,95
7/6/2018,1,3,27,2803,101,93
7/7/2018,1,3,39,2530,124,98
7/8/2018,1,3,27,3204,125,97
7/9/2018,1,3,24,2723,122,96
7/10/2018,1,3,36,3483,104,91
7/11/2018,1,3,38,3445,127,98
7/12/2018,1,3,47,2997,106,91
7/13/2018,1,3,33,3495,126,92
7/14/2018,1,3,45,3429,110,98
7/15/2018,1,3,28,2518,122,92
7/16/2018,1,3,41,3320,107,98
7/17/2018,1,3,29,3198,128,92
7/18/2018,1,3,37,3333,105,93
7/19/2018,1,3,29,3260,115,91
7/20/2018,1,3,43,2752,128,98
7/21/2018,1,3,45,2913,117,92
7/22/2018,1,3,22,2804,116,93
7/23/2018,1,3,45,2692,104,95
7/24/2018,1,3,43,2696,116,97
7/25/2018,1,3,34,2591,125,98
7/26/2018,1,3,42,2515,102,91
7/27/2018,1,3,31,3024,117,96
7/28/2018,1,3,50,2692,102,96
7/29/2018,1,3,21,2990,108,94
7/30/2018,1,3,38,3010,114,97
7/31/2018,1,3,37,3303,104,96
8/1/2018,1,3,28,3191,116,91
8/2/2018,1,3,35,2539,117,92
8/3/2018,1,3,36,3347,109,94
8/4/2018,1,3,24,2727,122,93
8/5/2018,1,3,18,2824,112,97
8/6/2018,1,3,42,3431,107,93
8/7/2018,1,3,27,2578,124,95
8/8/2018,1,3,35,2629,108,98
8/9/2018,1,3,39,3200,111,91
8/10/2018,1,3,43,2596,103,94
8/11/2018,1,3,30,3029,102,95
8/12/2018,1,3,21,3222,109,95
8/13/2018,1,3,34,3160,108,92
8/14/2018,1,3,28,2689,101,97
8/15/2018,1,3,36,3000,101,95
8/16/2018,1,3,37,3002,111,95
8/17/2018,1,3,29,2893,122,93
8/18/2018,1,3,34,3492,110,92
8/19/2018,1,3,36,3341,118,96
8/20/2018,1,3,31,3106,123,98
8/21/2018,1,3,22,2717,118,96
8/22/2018,1,3,30,3491,102,94
8/23/2018,1,3,38,3142,110,95
8/24/2018,1,3,46,3188,120,97
8/25/2018,1,3,34,2818,116,94
8/26/2018,1,3,22,3237,113,94
8/27/2018,1,3,29,2543,114,94
8/28/2018,1,3,28,3237,127,93
8/29/2018,1,3,26,2562,125,93
8/30/2018,1,3,44,3367,106,96
8/31/2018,1,3,34,3276,122,96
9/1/2018,1,3,42,2704,116,95
9/2/2018,1,3,28,2939,108,98
9/3/2018,1,3,29,2852,115,91
9/4/2018,1,3,21,2632,105,98
9/5/2018,1,3,30,2715,120,97
9/6/2018,1,3,31,3327,107,97
9/7/2018,1,3,37,3212,122,94
9/8/2018,1,3,40,2691,124,95
9/9/2018,1,3,18,2704,110,95
9/10/2018,1,3,34,2971,118,95
9/11/2018,1,3,27,2513,126,92
9/12/2018,1,3,32,2585,124,96
9/13/2018,1,3,29,3161,118,94
9/14/2018,1,3,34,2811,110,97
9/15/2018,1,3,28,2869,127,96
9/16/2018,1,3,20,2593,102,95
9/17/2018,1,3,25,2867,116,91
9/18/2018,1,3,31,2994,105,98
9/19/2018,1,3,33,3274,117,95
9/20/2018,1,3,27,2517,125,91
9/21/2018,1,3,33,2608,107,98
9/22/2018,1,3,37,2906,128,97
9/23/2018,1,3,13,2990,102,96
9/24/2018,1,3,34,2907,120,95
9/25/2018,1,3,25,2619,104,93
9/26/2018,1,3,30,3077,127,91
9/27/2018,1,3,34,2820,119,91
9/28/2018,1,3,36,3306,123,93
9/29/2018,1,3,32,2855,107,91
9/30/2018,1,3,21,3391,124,98
10/1/2018,1,3,21,2979,103,93
10/2/2018,1,3,32,2524,119,92
10/3/2018,1,3,32,3043,128,97
10/4/2018,1,3,30,2638,108,95
10/5/2018,1,3,26,3232,116,94
10/6/2018,1,3,30,3359,127,97
10/7/2018,1,3,16,2632,120,91
10/8/2018,1,3,21,2712,114,92
10/9/2018,1,3,21,2883,102,98
10/10/2018,1,3,32,3195,105,98
10/11/2018,1,3,19,3238,118,93
10/12/2018,1,3,23,2551,103,93
10/13/2018,1,3,23,3019,123,93
10/14/2018,1,3,19,2554,109,94
10/15/2018,1,3,29,3134,106,91
10/16/2018,1,3,23,3313,126,92
10/17/2018,1,3,27,3443,125,93
10/18/2018,1,3,21,2634,109,97
10/19/2018,1,3,23,2919,107,94
10/20/2018,1,3,37,3208,117,93
10/21/2018,1,3,19,3395,120,94
10/22/2018,1,3,22,3325,106,94
10/23/2018,1,3,22,2714,117,96
10/24/2018,1,3,28,2641,108,97
10/25/2018,1,3,28,2985,107,91
10/26/2018,1,3,31,2727,102,97
10/27/2018,1,3,31,2973,122,94
10/28/2018,1,3,16,2636,125,95
10/29/2018,1,3,23,3482,120,95
10/30/2018,1,3,23,2856,127,92
10/31/2018,1,3,28,3111,121,96
11/1/2018,1,3,38,3369,118,92
11/2/2018,1,3,24,2571,108,97
11/3/2018,1,3,33,2675,111,95
11/4/2018,1,3,33,2642,117,96
11/5/2018,1,3,27,2784,108,92
11/6/2018,1,3,19,2991,112,94
11/7/2018,1,3,30,3283,125,97
11/8/2018,1,3,37,2521,109,95
11/9/2018,1,3,31,2514,114,98
11/10/2018,1,3,30,3263,114,98
11/11/2018,1,3,22,3492,108,98
11/12/2018,1,3,26,2778,127,95
11/13/2018,1,3,14,3220,118,92
11/14/2018,1,3,26,2602,127,92
11/15/2018,1,3,35,3384,105,97
11/16/2018,1,3,33,2697,127,95
11/17/2018,1,3,37,2521,108,92
11/18/2018,1,3,32,2589,105,94
11/19/2018,1,3,34,2907,111,94
11/20/2018,1,3,22,3420,111,93
11/21/2018,1,3,34,2810,122,93
11/22/2018,1,3,30,2778,128,98
11/23/2018,1,3,32,2934,122,96
11/24/2018,1,3,29,3410,106,94
11/25/2018,1,3,25,3499,127,98
11/26/2018,1,3,36,3123,108,93
11/27/2018,1,3,31,3298,127,96
11/28/2018,1,3,28,2782,122,94
11/29/2018,1,3,36,2541,104,91
11/30/2018,1,3,36,3228,101,93
12/1/2018,1,3,20,3140,109,94
12/2/2018,1,3,20,3143,102,97
12/3/2018,1,3,21,2862,117,95
12/4/2018,1,3,16,2519,103,95
12/5/2018,1,3,22,3053,119,96
12/6/2018,1,3,19,2830,126,97
12/7/2018,1,3,21,3201,121,92
12/8/2018,1,3,26,2572,106,96
12/9/2018,1,3,19,3305,101,91
12/10/2018,1,3,19,3380,112,95
12/11/2018,1,3,19,2655,106,98
12/12/2018,1,3,28,2883,105,96
12/13/2018,1,3,21,3350,125,92
12/14/2018,1,3,35,2983,125,94
12/15/2018,1,3,26,2658,116,98
12/16/2018,1,3,20,2740,127,97
12/17/2018,1,3,19,2682,112,92
12/18/2018,1,3,18,3218,124,92
12/19/2018,1,3,19,3416,111,94
12/20/2018,1,3,23,2946,106,92
12/21/2018,1,3,23,3484,126,97
12/22/2018,1,3,33,3147,112,91
12/23/2018,1,3,18,2991,118,93
12/24/2018,1,3,19,2866,110,91
12/25/2018,1,3,27,3263,103,95
12/26/2018,1,3,15,2723,121,97
12/27/2018,1,3,19,3335,111,96
12/28/2018,1,3,17,3095,103,95
12/29/2018,1,3,23,3103,111,95
12/30/2018,1,3,14,3337,116,96
12/31/2018,1,3,18,2639,128,93
1/1/2019,1,3,21,3274,114,97
1/2/2019,1,3,24,3131,105,93
1/3/2019,1,3,20,3239,110,95
1/4/2019,1,3,19,2909,114,92
1/5/2019,1,3,24,2551,105,97
1/6/2019,1,3,15,2941,120,92
1/7/2019,1,3,20,3038,112,95
1/8/2019,1,3,22,3147,126,94
1/9/2019,1,3,25,2911,104,92
1/10/2019,1,3,27,2558,101,93
1/11/2019,1,3,24,3473,126,96
1/12/2019,1,3,24,3412,114,94
1/13/2019,1,3,24,2998,122,96
1/14/2019,1,3,19,2777,103,95
1/15/2019,1,3,14,3226,123,91
1/16/2019,1,3,22,2636,104,92
1/17/2019,1,3,20,2575,112,94
1/18/2019,1,3,29,2678,123,94
1/19/2019,1,3,21,2609,105,93
1/20/2019,1,3,21,2666,121,91
1/21/2019,1,3,19,3041,115,96
1/22/2019,1,3,20,3432,102,95
1/23/2019,1,3,22,3249,110,91
1/24/2019,1,3,22,2685,114,98
1/25/2019,1,3,17,2814,128,91
1/26/2019,1,3,24,3268,112,95
1/27/2019,1,3,14,2993,115,95
1/28/2019,1,3,31,3411,125,94
1/29/2019,1,3,17,3215,107,92
1/30/2019,1,3,16,2710,123,93
1/31/2019,1,3,17,3459,106,98
2/1/2019,1,3,27,2761,128,96
2/2/2019,1,3,28,3297,123,94
2/3/2019,1,3,13,3277,125,92
2/4/2019,1,3,22,3457,110,91
2/5/2019,1,3,25,2604,113,92
2/6/2019,1,3,23,3275,118,97
2/7/2019,1,3,38,2864,110,96
2/8/2019,1,3,33,2680,103,91
2/9/2019,1,3,34,2940,116,95
2/10/2019,1,3,27,3008,113,98
2/11/2019,1,3,19,2660,104,95
2/12/2019,1,3,21,3151,126,91
2/13/2019,1,3,26,2844,114,97
2/14/2019,1,3,25,3050,114,96
2/15/2019,1,3,26,2519,128,95
2/16/2019,1,3,28,2972,109,92
2/17/2019,1,3,17,3044,123,95
2/18/2019,1,3,25,2977,115,94
2/19/2019,1,3,18,3231,113,95
2/20/2019,1,3,27,2823,106,96
2/21/2019,1,3,21,3460,117,91
2/22/2019,1,3,26,3071,125,97
2/23/2019,1,3,24,3154,103,92
2/24/2019,1,3,22,2564,112,93
2/25/2019,1,3,20,3022,122,92
2/26/2019,1,3,25,2779,113,96
2/27/2019,1,3,15,2525,116,94
2/28/2019,1,3,19,2755,113,95
3/1/2019,1,3,29,3387,102,96
3/2/2019,1,3,36,3405,121,94
3/3/2019,1,3,28,2746,105,91
3/4/2019,1,3,20,2554,121,97
3/5/2019,1,3,18,2709,128,92
3/6/2019,1,3,23,3419,103,92
3/7/2019,1,3,31,2839,114,93
3/8/2019,1,3,32,2547,114,92
3/9/2019,1,3,33,3136,115,93
3/10/2019,1,3,17,3170,122,92
3/11/2019,1,3,26,3136,107,96
3/12/2019,1,3,25,3334,103,98
3/13/2019,1,3,32,3228,106,93
3/14/2019,1,3,30,3313,106,97
3/15/2019,1,3,33,2993,110,95
3/16/2019,1,3,32,3045,125,94
3/17/2019,1,3,27,3094,123,96
3/18/2019,1,3,19,3148,115,91
3/19/2019,1,3,30,3071,109,93
3/20/2019,1,3,26,3355,109,91
3/21/2019,1,3,30,2941,107,97
3/22/2019,1,3,33,2569,117,95
3/23/2019,1,3,25,2615,102,96
3/24/2019,1,3,23,3160,122,95
3/25/2019,1,3,24,2668,126,94
3/26/2019,1,3,23,3001,114,97
3/27/2019,1,3,36,2979,108,97
3/28/2019,1,3,35,2978,101,94
3/29/2019,1,3,37,2975,125,98
3/30/2019,1,3,47,3244,126,97
3/31/2019,1,3,25,3440,105,93
4/1/2019,1,3,27,2740,106,94
4/2/2019,1,3,40,2548,119,92
4/3/2019,1,3,34,3219,114,98
4/4/2019,1,3,40,3141,114,94
4/5/2019,1,3,35,3280,114,94
4/6/2019,1,3,30,3116,116,95
4/7/2019,1,3,33,2714,109,96
4/8/2019,1,3,32,2697,105,98
4/9/2019,1,3,31,2747,118,96
4/10/2019,1,3,26,2522,119,93
4/11/2019,1,3,31,3110,104,96
4/12/2019,1,3,28,3438,122,93
4/13/2019,1,3,36,3258,116,95
4/14/2019,1,3,26,2728,123,94
4/15/2019,1,3,26,2640,104,92
4/16/2019,1,3,25,3322,125,96
4/17/2019,1,3,39,3333,122,91
4/18/2019,1,3,37,2665,128,96
4/19/2019,1,3,35,2940,106,98
4/20/2019,1,3,46,3036,111,91
4/21/2019,1,3,37,3324,103,97
4/22/2019,1,3,30,3225,111,95
4/23/2019,1,3,30,3436,121,93
4/24/2019,1,3,28,3118,104,92
4/25/2019,1,3,34,2523,121,98
4/26/2019,1,3,35,3071,113,97
4/27/2019,1,3,29,2984,107,93
4/28/2019,1,3,25,2955,121,91
4/29/2019,1,3,30,2627,101,91
4/30/2019,1,3,38,3428,115,97
5/1/2019,1,3,33,2749,104,97
5/2/2019,1,3,41,3223,115,92
5/3/2019,1,3,46,3451,114,96
5/4/2019,1,3,40,2530,111,92
5/5/2019,1,3,33,3102,118,92
5/6/2019,1,3,23,2957,122,91
5/7/2019,1,3,43,2687,114,93
5/8/2019,1,3,30,2861,110,94
5/9/2019,1,3,35,2511,104,92
5/10/2019,1,3,38,2842,115,92
5/11/2019,1,3,46,3103,126,98
5/12/2019,1,3,27,2640,108,94
5/13/2019,1,3,37,3085,122,92
5/14/2019,1,3,28,3040,102,91
5/15/2019,1,3,42,3175,116,98
5/16/2019,1,3,43,3264,112,97
5/17/2019,1,3,49,2558,126,94
5/18/2019,1,3,49,3450,104,93
5/19/2019,1,3,30,3190,101,94
5/20/2019,1,3,37,3057,105,91
5/21/2019,1,3,41,2638,113,91
5/22/2019,1,3,37,3171,127,97
5/23/2019,1,3,37,3242,116,96
5/24/2019,1,3,38,3079,126,94
5/25/2019,1,3,57,3364,126,98
5/26/2019,1,3,30,2694,110,92
5/27/2019,1,3,37,2590,121,92
5/28/2019,1,3,36,3226,111,96
5/29/2019,1,3,37,3338,109,96
5/30/2019,1,3,31,2942,112,97
5/31/2019,1,3,37,2772,127,97
6/1/2019,1,3,45,3208,121,91
6/2/2019,1,3,44,3353,111,95
6/3/2019,1,3,34,2744,112,95
6/4/2019,1,3,22,3285,114,98
6/5/2019,1,3,31,2721,128,94
6/6/2019,1,3,40,3094,109,93
6/7/2019,1,3,33,2790,123,95
6/8/2019,1,3,52,3113,104,98
6/9/2019,1,3,33,2711,114,95
6/10/2019,1,3,33,3029,104,93
6/11/2019,1,3,42,2588,117,93
6/12/2019,1,3,44,2535,114,92
6/13/2019,1,3,33,2809,103,92
6/14/2019,1,3,48,3053,128,97
6/15/2019,1,3,49,3163,128,92
6/16/2019,1,3,28,3404,103,91
6/17/2019,1,3,31,2993,109,98
6/18/2019,1,3,33,3420,107,96
6/19/2019,1,3,45,2940,102,94
6/20/2019,1,3,33,3248,111,94
6/21/2019,1,3,36,3384,116,97
6/22/2019,1,3,47,3300,121,94
6/23/2019,1,3,30,3118,111,98
6/24/2019,1,3,38,2706,104,96
6/25/2019,1,3,32,3282,108,95
6/26/2019,1,3,43,3415,108,91
6/27/2019,1,3,30,3120,127,95
6/28/2019,1,3,45,2578,107,92
6/29/2019,1,3,53,3399,116,91
6/30/2019,1,3,22,2823,103,94
7/1/2019,1,3,27,2882,119,97
7/2/2019,1,3,35,3162,115,91
7/3/2019,1,3,34,2822,114,97
7/4/2019,1,3,48,3337,112,96
7/5/2019,1,3,53,3092,105,94
7/6/2019,1,3,39,2600,122,93
7/7/2019,1,3,37,2646,128,91
7/8/2019,1,3,37,3169,121,97
7/9/2019,1,3,27,2940,107,92
7/10/2019,1,3,44,3139,115,94
7/11/2019,1,3,46,3199,114,98
7/12/2019,1,3,35,3476,116,98
7/13/2019,1,3,38,2843,116,98
7/14/2019,1,3,36,3179,104,94
7/15/2019,1,3,39,3448,111,96
7/16/2019,1,3,31,3065,120,92
7/17/2019,1,3,28,3425,107,91
7/18/2019,1,3,52,2598,105,97
7/19/2019,1,3,58,3466,114,98
7/20/2019,1,3,65,2875,114,97
7/21/2019,1,3,24,3342,117,95
7/22/2019,1,3,25,2686,128,95
7/23/2019,1,3,43,2883,115,91
7/24/2019,1,3,38,3164,103,97
7/25/2019,1,3,37,2735,114,95
7/26/2019,1,3,51,3050,114,98
7/27/2019,1,3,43,2930,116,93
7/28/2019,1,3,31,2971,118,97
7/29/2019,1,3,36,2743,107,94
7/30/2019,1,3,37,2989,105,94
7/31/2019,1,3,30,2979,125,98
8/1/2019,1,3,34,2840,106,98
8/2/2019,1,3,43,3462,126,97
8/3/2019,1,3,45,3312,106,93
8/4/2019,1,3,40,3083,126,95
8/5/2019,1,3,36,3161,103,96
8/6/2019,1,3,39,2874,107,91
8/7/2019,1,3,34,3237,128,91
8/8/2019,1,3,41,2549,111,91
8/9/2019,1,3,38,2625,108,95
8/10/2019,1,3,50,2851,113,92
8/11/2019,1,3,27,2887,127,91
8/12/2019,1,3,36,2695,104,96
8/13/2019,1,3,34,3353,108,97
8/14/2019,1,3,39,2821,127,91
8/15/2019,1,3,32,2817,120,95
8/16/2019,1,3,34,3199,106,93
8/17/2019,1,3,57,3489,112,91
8/18/2019,1,3,24,3082,112,92
8/19/2019,1,3,25,2700,111,96
8/20/2019,1,3,30,3375,105,92
8/21/2019,1,3,34,2773,128,91
8/22/2019,1,3,39,2875,121,97
8/23/2019,1,3,42,2575,122,94
8/24/2019,1,3,40,2515,106,96
8/25/2019,1,3,30,3024,120,96
8/26/2019,1,3,22,2993,122,94
8/27/2019,1,3,22,3044,101,95
8/28/2019,1,3,40,2569,121,97
8/29/2019,1,3,33,2819,105,96
8/30/2019,1,3,39,3350,124,93
8/31/2019,1,3,37,3312,102,97
9/1/2019,1,3,25,3249,117,94
9/2/2019,1,3,21,2694,115,97
9/3/2019,1,3,34,2790,111,98
9/4/2019,1,3,21,3453,104,93
9/5/2019,1,3,44,2856,101,98
9/6/2019,1,3,34,2535,122,97
9/7/2019,1,3,34,3338,101,95
9/8/2019,1,3,24,3099,128,97
9/9/2019,1,3,27,3239,122,98
9/10/2019,1,3,29,3107,121,91
9/11/2019,1,3,25,2787,116,94
9/12/2019,1,3,44,2709,108,92
9/13/2019,1,3,39,3445,116,97
9/14/2019,1,3,52,3336,124,91
9/15/2019,1,3,29,3120,121,92
9/16/2019,1,3,32,2998,126,98
9/17/2019,1,3,29,3455,104,95
9/18/2019,1,3,38,3016,111,91
9/19/2019,1,3,34,2661,108,98
9/20/2019,1,3,40,3184,103,94
9/21/2019,1,3,41,3435,119,95
9/22/2019,1,3,32,3094,118,95
9/23/2019,1,3,22,3185,117,93
9/24/2019,1,3,34,3098,122,91
9/25/2019,1,3,25,2562,102,97
9/26/2019,1,3,22,3071,125,91
9/27/2019,1,3,39,3233,104,97
9/28/2019,1,3,43,2592,121,96
9/29/2019,1,3,26,3097,120,91
9/30/2019,1,3,32,3335,116,96
10/1/2019,1,3,26,3428,105,96
10/2/2019,1,3,31,2514,119,98
10/3/2019,1,3,34,2585,110,92
10/4/2019,1,3,37,2744,128,96
10/5/2019,1,3,39,3141,120,97
10/6/2019,1,3,28,2637,121,97
10/7/2019,1,3,33,3038,120,93
10/8/2019,1,3,25,2832,125,96
10/9/2019,1,3,28,3310,103,94
10/10/2019,1,3,33,2668,116,98
10/11/2019,1,3,36,3054,107,96
10/12/2019,1,3,54,3103,109,98
10/13/2019,1,3,33,3450,124,93
10/14/2019,1,3,20,2890,127,96
10/15/2019,1,3,20,2633,101,91
10/16/2019,1,3,34,3182,118,93
10/17/2019,1,3,35,2861,114,92
10/18/2019,1,3,38,3288,126,96
10/19/2019,1,3,25,2906,111,96
10/20/2019,1,3,21,2606,108,97
10/21/2019,1,3,35,3326,117,96
10/22/2019,1,3,31,3013,107,91
10/23/2019,1,3,30,2801,111,91
10/24/2019,1,3,28,3239,108,92
10/25/2019,1,3,33,2605,117,93
10/26/2019,1,3,44,2684,124,96
10/27/2019,1,3,25,2768,104,96
10/28/2019,1,3,27,3457,115,91
10/29/2019,1,3,27,2784,125,98
10/30/2019,1,3,39,2631,117,94
10/31/2019,1,3,32,2902,125,94
11/1/2019,1,3,31,3368,105,96
11/2/2019,1,3,52,3206,115,96
11/3/2019,1,3,26,2900,125,92
11/4/2019,1,3,35,3457,117,97
11/5/2019,1,3,25,3144,119,96
11/6/2019,1,3,27,3085,116,98
11/7/2019,1,3,28,2779,102,95
11/8/2019,1,3,38,3469,120,96
11/9/2019,1,3,33,3005,121,94
11/10/2019,1,3,26,3048,127,93
11/11/2019,1,3,39,3370,127,91
11/12/2019,1,3,36,2518,110,96
11/13/2019,1,3,30,2744,120,91
11/14/2019,1,3,43,3198,106,96
11/15/2019,1,3,40,3039,114,97
11/16/2019,1,3,48,2706,127,96
11/17/2019,1,3,21,2675,127,94
11/18/2019,1,3,22,3145,104,96
11/19/2019,1,3,41,2590,109,93
11/20/2019,1,3,41,3327,121,95
11/21/2019,1,3,44,3484,116,92
11/22/2019,1,3,38,2872,117,97
11/23/2019,1,3,41,2558,116,95
11/24/2019,1,3,30,2979,119,91
11/25/2019,1,3,34,3352,107,94
11/26/2019,1,3,25,3186,113,94
11/27/2019,1,3,24,2654,121,92
